embeddings	type	entity	entity_normalized	entity_normalized_clean	wikidata_qid
46747,46748,46749	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
46899,46900,46901,46902	MISC	Heraldo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
46953,46954,46955	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
46968,46969	PER	Juana Diaz	Juana Díaz	Juana Díaz	
46972,46973	PER	JUANA DIAZ	Juana Díaz	Juana Díaz	
46975,46976	LOC	PUERTO RICO.	Puerto Rico	Puerto Rico	
47036,47037	MISC	Pamada Cutánea	Pamada Cutánea	Pamada Cutánea	
47045,47046	MISC	Pomada 2ELITA	Pomada ZELITA	Pomada ZELITA	
47049,47050	MISC	Una LLLA	Una LLLA	Una LLLA	
47052	MISC	ELITA	ELITA	Elita	
47102,47103,47104	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
47115,47116,47117,47118	MISC	LEVADURA EN POLVO HAPAL	Levadura en Polvo Royal	Levadura en Polvo Royal	
47122,47123,47124	MISC	Roval Baking Ponder	Royal Baking Powder	Royal Baking Powder	
47272,47273,47274	MISC	CONAL BARING PONDER	Royal Baking Powder	Royal Baking Powder	
47278,47279,47280,47281,47282,47283	MISC	Manual Royal del Panadero y Pastelero	Manual Royal del Panadero y Pastelero	Manual Royal del Panadero y Pastelero	
47318	MISC	Rosal	Rosal	Rosal	
47328,47329,47330,47331	ORG	ROYAL BARING POWDER CO	Royal Baking Powder	Royal Baking Powder	
47333,47334	LOC	New York	Nueva York	Nueva York	
47336,47337,47338,47339	LOC	U . S .	U . S .	U. S.	
47364,47365,47366,47367,47368	ORG	EL ZAPATO DE LOS NINOS	EL ZAPATO DE LOS NINOS POBRES	El Zapato de los Ninos Pobres	
47380,47381	LOC	San Juan	San Juan	San Juan	
47432,47433,47434,47435	PER	María T. de Surez	María T. de Suárez	María T. de Suárez	
47440,47441	MISC	O .	O .	O.	
47442	MISC	Bor	Bor	Bor	
47443	MISC	ina	ina	ina	
47448,47449,47450	PER	Emiliano las .	Emiliano las .	Emiliano las.	
47456,47457,47458,47459,47460	PER	Juan Banista Soto La Torre	Juan Bautista Soto La Torre	Juan Bautista Soto La Torre	
47468,47469,47470,47471	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
47474,47475,47476	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
47478	ORG	III	III	Iii	
47495,47496,47497,47498	PER	ANA ROQUE DE DUPREY	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
47559,47560,47561	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
47567,47568	LOC	SAN JUAN	San Juan	San Juan	
47570,47571	LOC	P. R.	Puerto Rico	Puerto Rico	
47597,47598	LOC	San Juan	San Juan	San Juan	
47600,47601	LOC	P. R.	Puerto Rico	Puerto Rico	
47607,47608,47609,47610	PER	Ana Roqué de Dubrey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
47613,47614,47615	MISC	LA MUJER ERANCESA	LA MUJER ERANCESA	La Mujer Erancesa	
47617,47618	PER	Carmela Eulate	Carmela Eulate	Carmela Eulate Sanjurjo	Q50672228
47620,47621,47622	MISC	EL ROBLE FLORIDO	EL ROBLE FLORIDO	El Roble Florido	
47625,47626	PER	Concha Meléndes	Concha Meléndez	Concha Meléndez	Q2881387
47629,47630,47631,47632,47633	MISC	LA MUJER DEL SIGLO VEINTE	LA MUJER DEL SIGLO VEINTE	La Mujer del Siglo Veinte	
47635,47636	PER	Carlota Mendes	Carlota Méndez	Carlota Méndez	
47642	ORG	Ateme	Ateme	Ateme	
47645,47646,47647,47648,47649	MISC	LAS MUJERES Y LAS FLORES	LAS MUJERES Y LAS FLORES	Las Mujeres y las Flores	
47657,47658,47659	PER	Margarita del Prado	Margarita del Prado	Margarita del Prado	
47665,47666,47667	MISC	GOOD BYE FOREVER	GOOD BYE FOREVER	Good Bye Forever	
47671,47672,47673,47674	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
47677,47678,47679,47680	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
48084,48085	MISC	del Caribe	La Hija del Caribe	La Hija del Caribe	
48088,48089,48090	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
48092,48093,48094,48095	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
48098	MISC	S	S	S	
48100	MISC	FOTURA	FOTURA	Fotura	
48106,48107	PER	Victor Hugo	Victor Hugo	Виктор Гюго	Q535
48117	ORG	Italia	Italia	Italia	
48120,48121	ORG	Estados Unidos	Estados Unidos	Estados Unidos	
48130	LOC	España	España	España	
48133	LOC	España	España	España	
48157	ORG	España	España	España	
48250,48251	LOC	Estados Unidos	Estados Unidos	Estados Unidos	
48290,48291,48292	PER	Ladel la Catolea	Ladel la Catolea	Ladel la Catolea	
48323,48324	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
48342,48343	LOC	america Latina	Latinoamérica	Latinoamérica	
48376	ORG	Espana	España	España	
48483	PER	Maroz	Maroz	Maroz	
48495	PER	Ana	Ana	Ana	
48692	LOC	Camaras	Cámara	Cámara	
48785	MISC	Dios	Dios	Dios	
48921,48922	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
48936	LOC	Madrid	Madrid	Madrid	
48938,48939,48940,48941	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
48945	MISC	MUE	MUE	Mue	
48958	LOC	Europa	Europa	Europa	
49251,49252	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
49343	MISC	Turana	Turana	Turana	
49349	LOC	Arica	América	América	
49447,49448	ORG	Cruz Roja	Cruz Roja	Cruz Roja	
49467	ORG	Cruz	Cruz	Cruz	
49579,49580	MISC	las Madrinas	las Madrinas	las Madrinas	
49778,49779	LOC	Puerto mos	Puerto Rico	Puerto Rico	
49801,49802,49803,49804	PER	Ana Roqué de Dupren	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
49807,49808,49809	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
49811,49812,49813,49814	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
49821	MISC	FIOTIO	FIOTIO	Fiotio	
49824,49825,49826	PER	Don Francisco Vincenta	Don Francisco Vincenta	Francisco Vicenta	
50394,50395	PER	Concha Meléndez	Concha Meléndez	Concha Meléndez	Q2881387
50398,50399	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
50456	PER	Muje	Mujer	Mujer	
50458	PER	Manueron	Manueron	Manueron	
50497,50498	MISC	meren alanSegor	meren alanSegor	meren alanSegor	
50524,50525	PER	Alan derrer	Alan derrer	Alan derrer	
50530	ORG	Ner	Ner	Ner	
50534,50535	PER	Mlle .	Mlle .		
50537	PER	Matheron	Matheron	Philippe Matheron	Q26702262
50571	LOC	Ameros	Ameros	Ameros	
50577	LOC	Hala	Hala	Hala	
50603,50604,50605	PER	Carmela Eulate Sanjurjo	Carmela Eulate Sanjurjo	Carmela Eulate Sanjurjo	Q50672228
50608,50609,50610	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
50612,50613,50614,50615	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
50618,50619,50620,50621,50622	MISC	La muici ue sigio veinte	La muici ue sigio veinte	La muici ue sigio veinte	
50624,50625	PER	CARLOTA MENDEZ	Carlota Méndez	Carlota Méndez	
51325	MISC	Rujer	Mujer	Mujer	
51437	LOC	Madrid	Madrid	Madrid	
51439,51440,51441,51442	ORG	HERALDO DE LA MUJER.	Heraldo de la Mujer	Heraldo de la Mujer	
51446	ORG	Ateme	Ateme	Ateme	
51451	MISC	Smiles	Smiles	Smiles	
51587,51588	MISC	Espirin Santo	Espirin Santo	Espirin Santo	
52154	LOC	Santander	Santander	Santander	
52157,52158,52159	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
52163,52164,52165,52166	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
52168,52169,52170	MISC	Y LAS FLORES	LAS MUJERES Y LAS FLORES	Las Mujeres y las Flores	
52671	PER	ELSA	ELSA	Elsa	
52675	LOC	España	España	España	
52690,52691	ORG	Editorial América	Editorial América	Editorial América	
52844,52845	MISC	MAR .	MAR .	Mar.	
52847	PER	GARTA	GARTA	Garta	
52858,52859,52860	PER	E. de H.	E. de H.	E. de H.	
52864,52865,52866,52867	PER	María Santo América Nigación	María Santo América Nigación	María Santo América Nigación	
52880,52881,52882	PER	Josta Amela Carcia	Josta Amela Carcia	Josta Amela Carcia	
52883	PER	María	María	Virgen María	Q345
52886	PER	Melitina	Melitina	Melitina	
52893,52894,52895	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
52904,52905	MISC	Voce Nuova	Voce Nuova	Voce Nuova	
52908	LOC	Milón	Milón	Milón	
53008	PER	Wilson	Wilson	Woodrow Wilson	Q34296
53047	MISC	Sanchos	Sancho	Sancho	
53102,53103,53104,53105,53106,53107,53108,53109,53110	ORG	La Unión francesa para el sufracio de la Mujer	La Unión francesa para el sufracio de la Mujer	La Unión francesa para el sufracio de la Mujer	
53117	LOC	Pate	Pate	Pate	
53127,53128	MISC	La Prmenso	La Prmenso	La Prmenso	
53157	LOC	Francia	Francia	Francia	
53160	LOC	Inglaterra	Inglaterra	Inglaterra	
53162,53163	ORG	Estados midos	Estados Unidos	Estados Unidos	
53165,53166	LOC	talia pelica	talia pelica	talia pelica	
53169,53170	LOC	Nueva helandia	Nueva helandia	Nueva helandia	
53174	ORG	sad	sad	sad	
53178	LOC	Francia	Francia	Francia	
53218	ORG	España	España	España	
53235,53236	MISC	Womans Centura	Womans Centura	Womans Centura	
53239,53240,53241,53242	MISC	de la Alianza Internacional	Alianza Internacional de Mujeres	Alianza Internacional de Mujeres	
53259	MISC	Wilson	Wilson	Wilson	
53264	LOC	Canada	Canadá	Canadá	
53294,53295	MISC	Suracio Femenino	Suracio Femenino	Suracio Femenino	
53302	ORG	Francia	Francia	Francia	
53311	LOC	Alger	Alger	Alger	
53340	ORG	Nueva	Nueva	Nueva	
53341	LOC	Yos	Yos	Yos	
53342	ORG	Auornen	Auornen	Auornen	
53349,53350,53351	PER	Mias nosa Romuertere	Mias nosa Romuertere	Mias nosa Romuertere	
53370	ORG	Corte	Corte	Corte	
53392	LOC	Canadá	Canadá	Canadá	
53398	ORG	Cortes	Cortes	Cortes	
53428	LOC	Dinamarca	Dinamarca	Dinamarca	
53504	MISC	Miss	Miss	Miss	
53505,53506	PER	Rosa Rotherber	Rosa Rotherber	Rosa Rotherber	
53514	LOC	Oriente	Oriente	Oriente	
53537	LOC	Bombay	Bombay	Bombay	
53602,53603	LOC	Puerto pre	Puerto pre	Puerto pre	
53614,53615,53616	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
53618,53619,53620,53621	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
53635,53636	PER	esimo latener	esimo latener	esimo latener	
53665	MISC	Sa	Sa	Sa	
53671,53672	MISC	RODA EN	RODA EN	Roda en	
53683,53684,53685	PER	Abilda de Ndo	Abilda de Ndo	Abilda de Ndo	
53719,53720	MISC	ROLETIN HISTORICO	Boletín Histórico de Puerto Rico	Boletín Histórico de Puerto Rico	
53722,53723	LOC	PUERTO RICO	Puerto Rico	Puerto Rico	
53749,53750,53751	MISC	Historiados pre Caverano	Historiados pre Caverano	Historiados pre Caverano	
53774,53775	PER	Oevado Abril	Oevado Abril	Oevado Abril	
53783,53784,53785,53786	PER	Rra sabia de Abril	Rra sabia de Abril	Rra sabia de Abril	
53800,53801,53802,53803	PER	Mercede Abril de Cerdera	Mercede Abril de Cerdera	Mercede Abril de Cerdera	
53865,53866,53867,53868	PER	Paniagua de Rio Piedras	Paniagua de Rio Piedras	Paniagua de Rio Piedras	
53875	PER	Cinta	Cinta	Cinta	
53889,53890	PER	CONSANTIACO VEVE	CONSANTIACO VEVE	Consantiaco Veve	
53984	LOC	Sanurce	Santurce	Santurce	
53988,53989	PER	Marcial Lopen	Marcial Lopen	Marcial Lopen	
53997	PER	NAZARIO	NAZARIO	Nazario	
54035,54036	MISC	LIESTAS ESPLENDIDAS	LIESTAS ESPLENDIDAS	Liestas Esplendidas	
54043,54044,54045	MISC	LOMENTANDO EL CRIMEN	LOMENTANDO EL CRIMEN	Lomentando el Crimen	
54052,54053	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
54072	ORG	Cobierno	Gobierno	Gobierno	
54075	MISC	Legislama	Legislatura	Legislatura	
54116	MISC	Barea	Barea	Barea	
54140	ORG	Mundo	MUNDO	Mundo	
54153,54154,54155,54156,54157	LOC	Casino Español de San Juan	Casino Español de San Juan	Casino Español de San Juan	
54163	MISC	Ro	Ro	Ro	
54164	LOC	piedras	Río Piedras	Río Piedras	
54222,54223	LOC	Puerto RioHERMOSO	Puerto RioHERMOSO	Puerto RioHERMOSO	
54231,54232,54233	PER	Encarnación de Aboy	Encarnación de Aboy	Encarnación de Aboy	
54253,54254	LOC	Pedras Canas	Pedras Canas	Pedras Canas	
54276,54277	PER	Mime Lacheri	Mime Lacheri	Mime Lacheri	
54287,54288,54289	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
54396	MISC	Ana	Ana	Ana	
54561	PER	Dios	Dios	Dios	Q190
54586,54587	PER	Petra Quijano	Petra Quijano	Petra Quijano	
54592	PER	Barceló	Barceló	Antonio Rafael Barceló	Q4776898
54595,54596	PER	Tous Soto	Tous Soto	José Tous Soto	Q6294103
54601	PER	BeniLa	BeniLa	BeniLa	
54612	PER	HOSTOS	Hostos	Eugenio María de Hostos	Q3543841
54615,54616	PER	Luisa Amelia	Luisa Amelia de Hostos	Luisa Amelia de Hostos	
54618,54619,54620	PER	Angelina de Hostos	María Angelina de Hostos	María Angelina de Hostos	
54624,54625	LOC	Nueva Yonto	Nueva York	Nueva York	
54642,54643,54644,54645,54646	MISC	LA PLUMA DE MINOZ RIVERA	LA PLUMA DE MINOZ RIVERA	La Pluma de Minoz Rivera	
54655	PER	Muñor	Muñor	Muñoz	
54811,54812	LOC	Norte América	Sudamérica	Sudamérica	
54894	LOC	Canala	Canala	Canala	
54896	PER	Centura	Centura	Centura	
54900	MISC	Cadiador	Cadiador	Cadiador	
54902	MISC	parcebona	parcebona	parcebona	
55002	LOC	Marte	Marte	Marte	
55019	MISC	eura	eura	eura	
55021	LOC	hipores	hipores	hipores	
55069,55070,55071	PER	Margarita del rado	Margarita del Prado	Margarita del Prado	
55074,55075,55076	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
55078,55079,55080,55081	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
55084,55085,55086	MISC	EL MA LUS	EL MA LUS	El Ma Lus	
55138	MISC	Comonores	Comonores	Comonores	
55274	MISC	Poesía	Poesía	Poesía	
55378,55379	MISC	MANA CIENCIA	MANA CIENCIA	Mana Ciencia	
55489	MISC	DIONIDAD	DIONIDAD	Dionidad	
55620	MISC	LOTYS	LOTYS	Lotys	
55623	MISC	PADEREWSRT	PADEREWSRT	Paderewsrt	
55628	PER	Paderresi	Paderresi	Paderresi	
55714	LOC	Polonia	Polonia	Polonia	
55721	PER	Patreral	Patreral	Patreral	
55745	PER	Paderepeti	Paderepeti	Paderepeti	
55792,55793,55794	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
55801,55802,55803	PER	Juana Cristina Lorenza	Juana Cristina Lorenza	Juana Cristina Lorenza	
55806,55807,55808,55809	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
55811,55812,55813	MISC	Cona Bve Forever	Cona Bve Forever	Cona Bve Forever	
55817,55818,55819,55820	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
55891	PER	Lespollo	Lespollo	Lespollo	
55901	LOC	Francia	Francia	Francia	
55988,55989	LOC	mar Carle	Mar Caribe	Mar Caribe	
56212	PER	Pita	Pita	Pita	
56250	PER	Irma	Irma	Irma	
56252,56253	PER	Don Guillermo	Don Guillermo	Guillermo	
56262,56263	LOC	La Magnolia	La Magnolia	La Magnolia	
56269	MISC	Contal	Contal	Contal	
56292	PER	Leopoldo	Leopoldo	Leopoldo	
56330	PER	Leopoldo	Leopoldo	Leopoldo	
56344	PER	Storel	Storel	Storel	
56351	PER	William	William	William	
56380	PER	Lellar	Lellar	Lellar	
56382,56383	PER	Mr. Ruiene	Mr. Ruien	Ruien	
56412	PER	Jorge	Jorge	Jorge	
56430	PER	Lespondo	Lespondo	Lespondo	
56445	PER	Irma	Irma	Irma	
56471	PER	Filian	Filian	Paulo Sandroni xulin	Q10346808
56476	PER	Storel	Storel	Storel	
56496	LOC	Nuera	Nuera	Nuera	
56498	LOC	Yon	Yon	Yon	
56622	MISC	Naturaleza	Naturaleza	Naturaleza	
56660	LOC	Madrid	Madrid	Madrid	
56698	LOC	Amita	Amita	Amita	
56747	PER	Herodoto	Herodoto	Herodoto	
56759	MISC	No	NO	No	
56782	MISC	Historia	Historia	Historia	
56818	MISC	Jolusion	Jolusion	Jolusion	
56943	MISC	Renimiento	Renimiento	Renimiento	
56971	LOC	Vila	Vila	Vila	
57036,57037	LOC	puerto Rico	Puerto Rico	Puerto Rico	
57049,57050,57051,57052	LOC	calle de San salinY	calle de San salinY	calle de San salinY	
57181,57182,57183,57184	ORG	HERALDO DE LA Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
57196,57197	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
57199	LOC	Antillas	Patillas	Patillas	
57204,57205	PER	Don Guillermo	Don Guillermo	Guillermo	
57216	PER	Leopoldo	Leopoldo	Leopoldo	
57228	PER	Vila	Vila	Vila	
57242	PER	Monteman	Monteman	Monteman	
57250	PER	Leila	Leila	Leila	
57272,57273	PER	Don Guilermo	Don Guillermo	Guillermo	
57330,57331	MISC	Miss Stored	Miss Stored	Stored	
57334	MISC	Miss	Miss	Miss	
57337,57338	PER	Don Guillermo	Don Guillermo	Guillermo	
57374	PER	William	William	William	
57430,57431,57432,57433	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
57436,57437,57438	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
57454,57455,57456,57457	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
57468,57469,57470	MISC	FLOR DEL PANTANO	FLOR DEL PANTANO	Flor del Pantano	
57471,57472,57473,57474	MISC	EL REY DEL MUNDO	EL REY DEL MUNDO	El Rey del Mundo	
57478,57479,57480	MISC	Luz y SOMBRA	Luz y sombra	Luz y sombra	
57481,57482,57483,57484	MISC	UNA LECCION DE ASTRONOMIA	UNA LECCION DE ASTRONOMIA	Una Leccion de Astronomia	
57485,57486,57487,57488	MISC	LAS HIAS DEL SOL	LAS HIAS DEL SOL	Las Hias del Sol	
57494,57495,57496,57497,57498	MISC	LA SERENATA DE LOS ANGELES	LA SERENATA DE LOS ANGELES	La Serenata de los Angeles	
57499,57500,57501,57502	MISC	EL HADA DEL SORATA	EL HADA DEL SORATA	El Hada del Sorata	
57506	MISC	ANINA	ANINA	Anina	
57510	MISC	FLABELLA	FIABELLA	Fiabella	
57511,57512,57513,57514	MISC	LA VIRGEN DEL MAR	LA VIRGEN DEL MAR	La Virgen del Mar	
57517,57518,57519,57520	MISC	UN LANCE DE CARNAVAL	LANCE DE CARNAVAL	Lance de Carnaval	
57523,57524,57525,57526,57527,57528	MISC	EL RAMO DE LACINTOS SIN ALA	EL RAMO DE LACINTOS	El Ramo de Lacintos	
57529,57530,57531	MISC	GOOD BUE FORERER	GOOD BYE FOREVER	Good Bye Forever	
57532,57533,57534,57535	MISC	LA FIESTA DE REYES	LA FIESTA DE REYES	La Fiesta de Reyes	
57538,57539,57540,57541	MISC	ELSECRETO DE UNA SOLTERA	EL SECRETO DE INA SOLTERA	El Secreto de Ina Soltera	
57573,57574	ORG	pienestar Social	pienestar Social	pienestar Social	
57586,57587,57588,57589,57590	MISC	Casa Rerormatoria de venes Desamparadas	Casa Rerormatoria de venes Desamparadas	Casa Rerormatoria de venes Desamparadas	
57620,57621	PER	E. ISERN	E. Isern	E. Isern	
57626,57627	PER	F. ISERR	E. Isern	E. Isern	
57647	LOC	HUMACA	Humaca	Humaca	
57649,57650	LOC	PUERTO RICO	Puerto Rico	Puerto Rico	
57653,57654,57655	PER	Francisco González Fagundo	Francisco González Facundo	Francisco González Facundo	
57673,57674	LOC	DOMINGO OUIANO	DOMINGO OUIANO	Domingo Ouiano	
57677	LOC	HUMACA	Humaca	Humaca	
57678,57679	LOC	PUERTO RICO	Puerto Rico	Puerto Rico	
57685,57686	LOC	RIO PIEDRAS	Río Piedras	Río Piedras	
57691,57692	PER	Nora Hachey	Nora Hacaley	Nora Hacaley	
57700	LOC	Santurce	Santurce	Santurce	
57707,57708,57709	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
57711,57712,57713,57714	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
57731,57732	LOC	Mo all	Mo all	Mo all	
57745	MISC	Sres	Sres	Sres	
57748	PER	Villamil	Villamil	José de Villamil	Q3186616
57750,57751	LOC	San Juan	San Juan	San Juan	
57753,57754	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
57775	MISC	NO	NO	No	
57869,57870,57871	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
57873,57874,57875,57876	ORG	F. HIRA & Co	F. HIRA & Co	F. HIRA & Co	
57878,57879	LOC	San Francisco	San Francisco	San Francisco	
57881,57882	LOC	San Justo	San Justo	San Justo	
57884	LOC	S	S	S	
57910	MISC	China	China	China	
57915	MISC	Punto	Punto	Punto	
57917	MISC	Tafeta	Tafeta	Tafeta	
57948,57949	LOC	San Juan	San Juan	San Juan	
57952,57953	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
57973,57974,57975,57976	PER	ANA ROQUE DE DUPREY	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
57977,57978	LOC	Rio Piedras	Río Piedras	Río Piedras	
57981,57982	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
57985,57986,57987	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
57990	MISC	HOWARD	Howard	Howard	
57993,57994	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
58007,58008,58009,58010	ORG	SANCHEL MURALES & Co.	Sánchez Morales & Co.	Sánchez Morales & Co.	
58019	LOC	Mayaguez	Mayagüez	Mayagüez	
58022	LOC	Ponce	Ponce	Ponce	
58025,58026	LOC	San luan	San Juan	San Juan	
58051	MISC	HOWARD	Howard	Howard	
58068	LOC	Madrid	Madrid	Madrid	
58134	MISC	Ciencias	Ciencia	Ciencia	
58153	MISC	Humanidad	Humanidad	Humanidad	
58165	MISC	Ciencia	Ciencia	Ciencia	
58182	LOC	Cristo	Cristo	Cristo	
58184,58185	LOC	San Juan	San Juan	San Juan	
58189	LOC	Madrid	Madrid	Madrid	
58294,58295,58296,58297	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
58382,58383,58384,58385,58386	MISC	Boletín Histórico de Puerto Rico	Boletín Histórico de Puerto Rico	Boletín Histórico de Puerto Rico	
58393	PER	Cayetano	Cayetano Coll	Cayetano Coll	
58400	MISC	Historia	Historia	Historia	
58402,58403	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
58424,58425,58426	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
58428	MISC	ILLINA	AqueILLINA	AqueILLINA	
58430,58431	MISC	DE IVIEL	DE IVIEL	De Iviel	
58446,58447,58448	MISC	Pomada Cutánea RELITA	Pomada Cutánea FELITA	Pomada Cutánea FELITA	
58517,58518	MISC	CREMAS CUTANEAS	CREMAS CUTANEAS	Cremas Cutaneas	
58555	MISC	Pomada	Pomada	Pomada	
58557	MISC	LELIA	LELIA	Lelia	
58564	LOC	UHIA	UHIA	Uhia	
58568,58569	PER	JUANA DIAZ	Juana Díaz	Juana Díaz	Q50019258
58571,58572	LOC	PTO RICO	Puerto Rico	Puerto Rico	
58575,58576,58577	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
58579,58580,58581,58582	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
58588	PER	Ana	Ana	Ana	
58603,58604,58605,58606	MISC	EL REY DEL MUNDO	EL REY DEL MUNDO	El Rey del Mundo	
58610,58611,58612	MISC	LUZ Y SOMBRA	Luz y sombra	Luz y sombra	
58613,58614,58615,58616	MISC	LAS HIAS DEL SOL	LAS HIAS DEL SOL	Las Hias del Sol	
58618	MISC	ANDINA	ANDINA	Andina	
58621,58622,58623,58624	MISC	LA VIRGEN DEL MAR	LA VIRGEN DEL MAR	La Virgen del Mar	
58627,58628,58629,58630	MISC	EL RAMO DE LACINTOS	EL RAMO DE LACINTOS	El Ramo de Lacintos	
58631,58632,58633	MISC	GOOD BUE FOREVER	GOOD BYE FOREVER	Good Bye Forever	
58634,58635,58636,58637,58638	MISC	EL SECRETO DE UNA SOLTERA	EL SECRETO DE INA SOLTERA	El Secreto de Ina Soltera	
58643,58644,58645	MISC	FLOR DEL PANTANO	FLOR DEL PANTANO	Flor del Pantano	
58646,58647,58648,58649	MISC	UNA LECCIÓN DE ASTRONOMIA	UNA LECCION DE ASTRONOMIA	Una Leccion de Astronomia	
58650,58651,58652,58653,58654	MISC	LA SERENATA DE LOS ANGELES	LA SERENATA DE LOS ANGELES	La Serenata de los Angeles	
58655,58656,58657,58658	MISC	EL HADA DEL SORATA	EL HADA DEL SORATA	El Hada del Sorata	
58660,58661	MISC	FLABELLA IIN	FLABELLA IIN	Flabella Iin	
58662,58663,58664,58665,58666	MISC	LANCE DE CARNAVAL SIN ALMA	FIABELLA IN LANCE DE CARNAVAL SINALMA	Fiabella in Lance de Carnaval Sinalma	
58667,58668,58669,58670	MISC	LA FIESTA DE REYES	LA FIESTA DE REYES	La Fiesta de Reyes	
58702,58703,58704,58705	ORG	Instituto de Bienestar Social	Instituto de Bienestar Social	Instituto de Bienestar Social	
58716	MISC	Casa	Casa	Casa	
58717	ORG	Reformatoria	Escuela Reformatoria de Mayagüez	Escuela Reformatoria de Mayagüez	
58878,58879,58880	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
58896,58897	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
58900,58901,58902,58903	ORG	Alianza Internacional de Mujeres	Alianza Internacional de Mujeres	Alianza Internacional de Mujeres	
58910,58911,58912,58913,58914,58915,58916,58917,58918	MISC	REVISTA MENSUAL DEFENSORA DE LOS DERECHOS DE LA MUJER	REVISTA MENSUAL DEFENSORA DE LOS DERECHOS DE LA MUJER	Revista Mensual Defensora de los Derechos de la Mujer	
58920	MISC	DIRECTORA	Directora	Directora	
