embeddings	type	entity	entity_normalized	entity_normalized_clean	wikidata_qid
40434,40435	MISC	La Zambra	La Zambra	La Zambra	
40658,40659	PER	León BRAVO	León BRAVO	León BRAVO	
40662,40663	PER	León BRAVO	León BRAVO	León BRAVO	
40850	LOC	Caribe	Caribe	Caribe	
41026,41027,41028	PER	Ana Josefa PUELLO	Ana Josefa Puello	Ana Josefa Puello	
41202	PER	Gómez	Gómez	Gómez	
41237,41238,41239,41240	PER	Enriqueta M. de CRUZADO	C. Enriqueta Maggiolo de Cruzado	C. Enriqueta Maggiolo de Cruzado	
41243,41244	LOC	San Cristóbal	San Cristóbal	San Cristóbal	
41259,41260,41261,41262	PER	MERCEDES A . HEUREAUX	Mercedes A. Heureaux	Mercedes Heureaux	Q123482729
41269,41270,41271,41272,41273,41274	ORG	UNIVERSIDAD CENTRAL DE STO . DOMINGO	Universidad Central de Santo Domingo	Universidad Central de Santo Domingo	
41279,4128	MISC	LA RIBERA	LA RIBERA	La Ribera	
41508,41509,41510,41511	PER	EMILIO A . MOREL	Emilio A. Morel	Emilio A. Morel	Q139661850
41525,41526	PER	PORFIRIO HERRERA	Porfirio Herrera	Porfirio Herrera Báez	Q2104407
41660,41661,41662,41663	PER	G. Núñez de Arce	G. Núñez de Arce	G. Núñez de Arce	
41770	LOC	Macorís	San Pedro de Macorís	San Pedro de Macorís	
41782,41783,41784,41785	PER	JOSE E . FERNANDEZ.	José F. Fernández	José F. Fernández	
41798	LOC	Jacagua	Jacagua	Jacagua	
41802,41803	LOC	Carretera Duarte	Carretera Duarte	Carretera Duarte	
41811	LOC	America	América	América	
41835,41836	LOC	Parque Colón	Parque Colón	Parque Colón	
42031	MISC	Sol	Sol	Sol	
42125,42126,42127,42128	PER	José Ernesto GARCIA AYBAR	José Ernesto GARCIA AYBAR	José Ernesto García Aybar	
42131,42132	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
42144	MISC	Fémina	Fémina	Fémina	
42146,42147,42148	MISC	O DE ALIENTS	O DE ALIENTS	O de Alients	
42151,42152,42153	PER	Petronila Angélica Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
42155,42156,42157,42158	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
42173	ORG	Femina	Fémina	Fémina	
42309,4231	PER	Sancho Panza	Sancho Panza	Sancho Panza	Q630823
42324,42325	PER	Don Quijoten	Don Quijote	Alonso Quijano	Q944201
42327	PER	Sancho	Sancho Panza	Sancho Panza	Q630823
42368,42369,42370,42371,42372	PER	Caballero de la triste Figura	Caballero de la triste Figura	Alonso Quijano	Q944201
42568	PER	Lidial	Lidial	Lidial	
42578	PER	Lidia	Lidia	Lidia	
42670,42671	PER	EUGENIO DESCHAMPS	EUGENIO DESCHAMPS	Eugenio Deschamps	Q94402647
42676,42677,42678	PER	E . HERNANDEZ	E . HERNANDEZ	E. Hernandez	
42690,42691	PER	E ARTEDADE	E ARTEDADE	E Artedade	
42694,42695,42696	PER	José Enrique Aybar	José Enrique Aybar	José Enrique Aybar	
42702,42703	ORG	Plus Ultra	Plus Ultra	Plus Ultra	
42725,42726	ORG	Plus Ultra	Plus Ultra	Plus Ultra	
42763,42764,42765	PER	D. Moreno Jimenez	D. Moreno Jimenez	Moreno Jimenez	
42809,42810,42811	PER	P. A. G.	P. A. Gómez	Pedro A Gomez	Q39381409
42814,42815	PER	Justiniano Bobea	Justiniano Bobea	Justiniano Bobea	
42849	MISC	Cielos	Cielos	Cielos	
42869	PER	LASCONI	LASCONI	Lasconi	
42950,42951,42952	LOC	Panadería La Modelo	Panadería La Modelo	Panadería La Modelo	
43033	MISC	Caming	Caming	Caming	
43041	MISC	Lescho	Lescho	Lescho	
43076	MISC	Cielos	Cielos	Cielos	
43078,43079	PER	San Pedro	San Pedro	Botica San Pedro	
43081,43082	PER	San Pabio	San Pablo	Paul the Apostle	Q9200
43111	MISC	Fémina	Fémina	Fémina	
43125	ORG	FEMINA	Fémina	Fémina	
43135,43136,43137	PER	Mercedes A. Henrenu	Mercedes A. Heureaux	Mercedes Heureaux	Q123482729
43191,43192	PER	Pedro Pérez	Pedro E. Pérez	Pedro E. Pérez	
43207,43208	ORG	Farmacia Miramar	Farmacia Miramar	Farmacia Miramar	
43210,43211,43212,43213	MISC	Virgilio Diaz Alcoholado Malaguetol	Virgilio Díaz Ordónez	Virgilio Díaz Ordónez	
43217	PER	Lucia	Lucia	Lucia	
43237,43238	ORG	El Esfuerzo	El Esfuerzo	El Esfuerzo	
43240	ORG	Barahona	Barahona	Barahona	
43275	PER	Barnett	J. Barnett	John Barnett	Q26232291
43367,43368,43369	PER	Manuel Arturo Machado	Manuel Arturo Machado	Manny Machado	Q3079152
43417	MISC	Esanofel	Esanofel	Esanofel	
43428,43429	MISC	El Tribuno	El Tribuno	El Tribuno	
43431,43432	MISC	El Radical	El Radical	El Radical	
43438,43439	ORG	La Tribuna	La Tribuna	La Tribuna	
43442	LOC	Santiago	Santiago	Santiago	
43444,43445,43446,43447,43448	LOC	El Buitre de La Vega	El Buitre de La Vega	El Buitre de La Vega	
43462	ORG	Esperanza	Esperanza	Esperanza	
43489,43490,43491,43492,43493,43494,43495	ORG	Junta Directiva de la Camara de Comercio	Junta Directiva de la Camara de Comercio	Junta Directiva de la Camara de Comercio	
43499,43500,43501,43502	MISC	Asamblea General de Asociados	Asamblea General de Asociados	Asamblea General de Asociados	
43536,43537,43538	PER	América de Fakas	América de Faxas	América de Faxas	
43550,43551	MISC	Café Nadal	Café Nadal	Café Nadal	
43567	PER	Zendejas	Zendejas	Zendejas	
43633,43634,43635	PER	Don Daniel Gonzalez	Daniel González	Daniel González	
43650,43651	PER	Concepción Arenal	Concepción Arenal	Concepción Arenal Ponte	Q671852
43663	PER	Marieta	Marieta	Marieta	
43669	PER	Benavente	Benavente	Jacinto Benavente	Q83184
43672,43673,43674	PER	Señora de Sanchez	Señora de Sánchez	de Sánchez	
43693,43694,43695,43696	PER	América C. de Sanchez	América C. de Sanchez	América C. de Sanchez	
43703,43704,43705	PER	Don Eladio Sanchez	Eladio Sánchez	Eladio Sánchez	
43716,43717,43718	PER	Señora de Sanchez	Señora de Sánchez	de Sánchez	
43780	MISC	Pitch-Pine	Pitch-Pine	Pitch-Pine	
43784	MISC	Caoba	Caoba	Caoba	
43817	MISC	Capá	Capá	Capá	
43834,43835	MISC	Jabón Corriente	Jabón Corriente	Jabón Corriente	
43867	MISC	Capá	Capá	Capá	
43870,43871,43872,43873	LOC	Calle 10 de Selembre	Calle 1º de Septiembre	Calle 1º de Septiembre	
43878,43879	LOC	Calle 14	Calle 14	Calle 14	
43882,43883,43884,43885	ORG	COMPANIA DE MIELES DOMINICANA	Compañía de Mieles Dominicana	Compañía de Mieles Dominicana	
43907,43908,43909,43910	LOC	SAN PEDRO DE MACORIS	San Pedro de Macorís	San Pedro de Macorís	
43944	ORG	BARNETT	J. Barnett	J. Barnett	
43947,43948,43949,43950	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
43955,43956	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
43958	LOC	Azua	Azúa	Azúa	
43960,43961	LOC	Puerto Plata	Puerto Plata	Puerto Plata	
43963,43964	LOC	Monte Cristy	Monte Cristy	Monte Cristy	
43967	ORG	FEMINA	Fémina	Fémina	
43994,43995,43996	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
44003,44004,44005,44006,44007,44008	PER	MARIA L . ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
44011,44012,44013,44014	PER	PETRONILA A . GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
44016,44017,44018,44019	PER	CONSUELO MONTALVO DE FRIAS.	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
44023,44024,44025,44026	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
44169,44170,44171,44172	ORG	Comisión del Servicio Civil	Comisión del Servicio Civil	Comisión del Servicio Civil	
44275,44276	ORG	Estados Unidos	Estados Unidos	Estados Unidos	
44638	PER	Baní	Baní	Barış Bani	Q33663104
44886	LOC	MARIBLANCA	Mariblanca Sabas Alomá	Mariblanca Sabas Alomá	
44891,44892,44893	LOC	Santiago de Cuba	Santiago de Cuba	Santiago de Cuba	
44967,44968	PER	Gilda Ofelia	Gilda Ofelia	Gilda Ofelia	
45089	PER	Dios	Dios	God	Q190
45126	PER	VIOLETA	Violeta	Violeta	
45128,45129	LOC	San Cristóbal	San Cristóbal	San Cristóbal	
45131	LOC	Debre	Debre	Debre	
45138	LOC	Obermaun	Obermaun	Obermaun	
45141	LOC	Obermaun	Obermaun	Obermaun	
45144	LOC	Obermaun	Obermaun	Obermaun	
45254	LOC	Montevideo	Montevideo	Montevideo	
45650	PER	Dios	Dios	God	Q190
45850,45851,45852	PER	DELIA M. WEBER	Delia Weber	Delia Weber	Q28917373
45855,45856	LOC	Sto .	Santo Domingo	Santo Domingo	
45868,45869,45870,45871	MISC	El Incendio de Persépolis	Persépolis	Persépolis	
45876,45877	PER	G. Rochegrose	G. Rochegrose	G. Rochegrose	
46194	PER	Madrel	Madrel	Madrel	
46308	PER	Nerón	Nerón	Nero	Q1413
46354	PER	Dios	Dios	God	Q190
46553,46554	PER	GENOVEVA BAEZ	Genoveva Báez	Genoveva Báez	
46557	MISC	Fémina	Fémina	Fémina	
46571,46572,46573	PER	Doña Isabel Amechazurra	Doña Isabel Amechazurra	Isabel Amechazurra	
46577	PER	Pellerano	Pellerano	Gerónimo Pellerano	Q1516041
46584	PER	María	María	Mary	Q345
46612	PER	Maria	María	Mary	Q345
46744	PER	Reyes	Reyes	Reyes	
46784,46785,46786	PER	Santos Reyes Magos	Reyes Magos	Biblical Magi	Q51671
46795	PER	Reyes	Reyes	Reyes	
46852,46853,46854	PER	Reyes del Oriente	Reyes Magos	Biblical Magi	Q51671
46898	PER	Dios	Dios	God	Q190
46909	PER	Maria	María	Mary	Q345
47017	PER	Maria	María	Mary	Q345
47020,47021	PER	ENRIQUE MONTANO	ENRIQUE MONTANO	Enrique Montano	
47046	MISC	Venus	Venus	Venus	
47050	LOC	Oriente	Oriente	Oriente	
47055	MISC	Febo	Febo	Febo	
47057	LOC	Occidente	Occidente	Occidente	
47126,47127,47128,47129	PER	Consuelo M. de Prías	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
47132	MISC	Magnolia	Magnolia	Magnolia	
47167	LOC	Nacareno	Nacareno	Nacareno	
47224,47225,47226	PER	MARIO CAMINELO SANCHEZ.	Mario Caminero Sánchez	Mario Caminero Sánchez	
47246	LOC	Polía	Polía	Polía	
47270	MISC	Florentino-Morales	Florentino-Morales	Florentino-Morales	
47276,47277	LOC	Villa Providencia	Villa Providencia	Villa Providencia	
47290,47291	PER	Lolín Espinet	Lolín Espinet	Lolín Espinet	
47313,47314	PER	J. M.	J. M.	J. M.	
47316	PER	Muxó	Muxó	Muxó	
47325,47326,47327	ORG	Ingenio Santa Fe	Ingenio Santa Fe	Ingenio Santa Fe	
47337,47338	PER	Luis Florentino	Luis Florentino	Florentino Luís	Q26924424
47354,47355,47356	PER	R. V. Lysen	R. V. Lysen	R. V. Lysen	
47358,47359	PER	Tomás Binet	Tomás Binet	Tomás Binet	
47362,47363,47364	PER	E. J. Hensley	E. J. Hensley	E. J. Hensley	
47366,47367	PER	C. Braddick	C. Braddick	C. Braddick	
47371	PER	Harper	Harper	Harper	
47388,47389,47390	PER	Lucila de Florentino	Lucila de Florentino	Lucila de Florentino	
47393,47394,47395	PER	Polincita Vda .	Polincita Vda .	Polincita Vda.	
47397	PER	Espaillat	Espaillat	Ulises Francisco Espaillat	Q372442
47400,47401,47402	PER	Orfelina de Sardá	Orfelina de Sardá	Orfelina de Sardá	
47404,47405,47406	PER	Lalita de Hermández	Lalita de Hermández	Lalita de Hermández	
47409,47410,47411,47412,47413	PER	Sra , de Gavino Vega	Sra. de Gavino Vega	Gavino Vega	
47429,4743	PER	Carmelita Morales	Carmelita Morales	Carmelita Morales	
47432,47433	PER	Carmen Espinet	Carmen Espinet	Carmen Espinet	
47439	PER	GeniveraPrince	Genivera Principe	Genivera Principe	
47441,47442	PER	Rosa María	Rosa María	Rosa María	
47446,47447	PER	Isabel Espinet	Isabel Espinet	Isabel Espinet	
47468	PER	Baco	Baco	Bacchus	Q645312
47482	PER	Cupido	Cupido	Cupid	Q5011
47545	PER	Nadeida	Nadeida	Nadeida	
47574,47575,47576	MISC	TOS A Lolín	Tos A. Lolín	Tos A. Lolín	
47578	MISC	Muxó	Muxó	Muxó	
47587,47588,47589	PER	J. MARTINEZ CONDE	J. Martínez Conde	José Martínez Conde	
47618,47619,47620,47621	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
47635,47636,47637	PER	Petronila A. Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
47654,47655,47656,47657,47658	PER	María Luisa Angelis de Canino	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
47660,47661,47662,47663	PER	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
47733	PER	Gómez	Gómez	Gómez	
47738	ORG	Femina	Fémina	Fémina	
47759	PER	Gómez	Gómez	Gómez	
47788,47789,47790,47791	MISC	El Esfuerzo de Barahona	El Esfuerzo de Barahona	El Esfuerzo de Barahona	
47795,47796	ORG	REVISTA FEMINA	Fémina	Fémina	
47865	ORG	República	República Dominicana	República Dominicana	
47868	ORG	FEMINA	Fémina	Fémina	
47874	ORG	Fémina	Fémina	Fémina	
47892	ORG	Fémina	Fémina	Fémina	
47913,47914	PER	Eduviges Rosas	Eduvigis Rosas	Leda Eduvigis Rosas	
47916,47917	PER	Delia Weber	Delia Weber	Delia Weber	Q28917373
47920,47921,47922	PER	Enriqueta de Cruzado	C. Enriqueta Maggiolo de Cruzado	C. Enriqueta Maggiolo de Cruzado	
47928,47929	PER	Genoveva Baez	Genoveva Báez	Genoveva Báez	
47934,47935,47936	PER	Maria Luisa Oliver	María Luisa Oliver	María Luisa Oliver	
47940	PER	Asiulairam	Asiulairam	Asiulairam	
47963	ORG	Fémina	Fémina	Fémina	
47995,47996	PER	Rosendo Forteza	Rosendo Forteza	Rosendo Forteza	
48008,48009	PER	Porfirio Herrera	Porfirio Herrera	Porfirio Herrera Báez	Q2104407
48011,48012	PER	Quiterio Abogados	Quiterio Abogados	Quiterio Abogados	
48040,48041,48042,48043,48044	PER	Dña Margarita Silva de Hernandez	Margarita Silva de Hernández	Margarita Silva de Hernández	
48079	MISC	Todopoderoso	Todopoderoso	Todopoderoso	
48119,4812	LOC	La Vega	La Vega	La Vega	
48124,48125	PER	Fabio Fiallo	Fabio Fiallo	Fabio Fiallo	Q5854181
48133,48134,48135,48136	PER	Carrolina Almanzar Vda .	Carolina Almanzar	Carolina Almanzar	
48138	PER	García	García	García	
48171,48172	LOC	La Vega	La Vega	La Vega	
48191	PER	Alfaro	Alfaro	Manuel Alfaro Reyes	
48250,48251	PER	Eugenio Geraldino	Eugenio Geraldino	Eugenio Geraldino	
48257	PER	Dios	Dios	God	Q190
48291,48292	PER	Máximo Coiscon	Máximo Cuiscou	Máximo Cuiscou	
48306	PER	Aibar	Aibar	Aibar	
48311,48312,48313	LOC	Hospital San Antonio	Hospital San Antonio	Hospital San Antonio	
48331	LOC	Lebrón	Lebrón	Lebrón	
48341,48342	LOC	calle Senaración	Calle Separación	Calle Separación	
48350	MISC	Remington	Remington	Remington	
48354	LOC	Conubio	Conubio	Conubio	
48368,48369,48370	PER	E. C. Leschhorn	E. C. Leschhorn	E. C. Leschhorn	
48372,48373,48374,48375	MISC	Representante de Atlas Comercial	Representante de Atlas Comercial	Representante de Atlas Comercial	
48389,4839	PER	Consuelo Ortiz	Consuelo Ortiz	Consuelo Ortiz	
48425,48426	ORG	La Opinión	La Opinión	La Opinión	
48444,48445,48446	PER	A. R. Nanita	A. R. Nanita	A. R. Nanita	
48454,48455,48456,48457	MISC	El Ateneo de Honduras	Ateneo de Honduras	Ateneo de Honduras	
48470	LOC	Honduras	Honduras	Honduras	
48472,48473	LOC	Centro America	Centroamérica	Centroamérica	
48484,48485	PER	Froilan Turcios	Froilán Turcios	Froylán Turcios	Q598228
48507	MISC	BUITRACIA	Buitracia	Buitracia	
48511,48512	PER	Hortensia Marquez	Hortensia Marquez	Hortensia Marquez	
48537	ORG	Paladion	Paladion	Paladion	
48546,48547,48548,48549,48550	PER	Dn . Manuel A. Machado	Manuel A. Machado	Manuel Arturo Machado	
48557	ORG	Paladion	Paladion	Paladion	
48565	PER	Marquez	Marquez	Marquez	
48569	PER	Lange	Lange	Lange	
48614	MISC	Bafizes	Bafizes	Bafizes	
48634	PER	Vargas	Vargas	Vargas	
48636	PER	Santana	Santana	Santana	
48646,48647	PER	Ana Victoria	Ana Victoria	Ana Victoria	
48649,48650,48651	PER	Gilda Ofelia Carbucia	Gilda Ofelia Carbucia	Gilda Ofelia Carbucia	
48654,48655,48656	PER	Nestor Julio Saladin	Nestor Julio Saladin	Nestor Julio Saladin	
48666,48667,48668	PER	Dn. Elias Vargas	Elias Vargas	Elias Vargas	
48670,48671,48672,48673	PER	Dn . Santiago Ricart	Santiago Ricart	Santiago Ricart	
48675,48676,48677,48678,48679	PER	Dña . Dolores de Vargas	Dolores de Vargas	Dolores de Vargas	
48684,48685,48686	PER	Mercedes de Gomez	Mercedes de Gomez	Mercedes de Gomez	
48726,48727	PER	Angélica Concha	Angélica Concha	Angélica Concha	
48756	ORG	Timpe	Timpe	Timpe	
48758	PER	Lange	Lange	Lange	
48769,48770,48771	MISC	Diario de macoris	Diario de Macorís	Diario de Macorís	
48790	MISC	Fémina	Fémina	Fémina	
48809,48810,48811	PER	Ernesto Garcia Aibar	Ernesto Garcia Aibar	Ernesto Garcia Aibar	
48821,48822,48823	PER	Petronila A. Gomez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
48853,48854	ORG	Fernandez Hermanos	Fernández Hermanos y Co.	Fernández Hermanos y Co.	
48857,48858,48859	LOC	Sto . Domingo	Santo Domingo	Santo Domingo	
48873,48874	PER	ROSA LIA	Rosalía	Rosalía	
48940	PER	Homero	Homero	Homer	Q6691
48943	PER	Lázaro	Lázaro	Lazarus of Bethany	Q539890
48951	LOC	Maquelia	Maquelia	Maquelia	
48957	MISC	Baní	Baní	Baní	
49100,49101,49102,49103	ORG	COMPANIA DL MELES DOMINICANA	Compañía de Mieles Dominicana	Compañía de Mieles Dominicana	
49124,49125,49126,49127	LOC	SAN PEDRO DE MACORIS	San Pedro de Macorís	San Pedro de Macorís	
49163	ORG	BARNETT	J. Barnett	J. Barnett	
49164,49165,49166,49167	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
49173,49174	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
49176	LOC	Azua	Azúa	Azúa	
49178,49179	LOC	Puerto Plata	Puerto Plata	Puerto Plata	
49181,49182	LOC	Monte Cristy	Monte Cristy	Monte Cristy	
49214,49215,49216	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
49223,49224,49225,49226,49227,49228	PER	MARIA L . ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
49231,49232,49233	PER	PETRONILA A .	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
49235	PER	GOMEZ	Gómez	Gómez	
49237	LOC	CONSUELO	Consuelo	Consuelo	
49238,49239,49240	PER	MONTALVO DE FRIAS	Montalvo de Frías	Consuelo Montalvo de Frías	
49244,49245,49246,49247	LOC	San Pedro de Macos	San Pedro de Macorís	San Pedro de Macorís	
49646,49647,49648,49649,49650	PER	MARIA LUISA ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
49653,49654,49655,49656	PER	María del Mar Caribe	María del Mar Caribe	María del Mar Caribe	
49659,4966	LOC	Villa Sol	Villa Sol	Villa Sol	
49682,49683,49684,49685,49686	PER	JOSE A . BONILLA ATILES	JOSE A . BONILLA ATILES	José Antonio Bonilla Atiles	Q108407614
49825	MISC	FEBRERO	Febrero	Febrero	
49879	PER	Dios	Dios	God	Q190
49944	MISC	Inmortalidad	Inmortalidad	Inmortalidad	
50067	ORG	Patria	Patria	Patria	
50149,50150,50151	ORG	Patria de Febrero	Patria de Febrero	Patria de Febrero	
50177,50178,50179,50180	PER	EMILIO A , MOREL	Emilio A. Morel	Emilio A. Morel	Q139661850
50183,50184,50185,50186	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
50250,50251,50252	MISC	BLANCA A GOICO	Blanca A. Goico	Blanca A. Goico	
50341,50342	PER	Plinio LIVIO	Plinio LIVIO	Pliny the Elder	Q82778
50345,50346,50347	MISC	MACORIS DE ORIENTE	MACORIS DE ORIENTE	Macoris de Oriente	
50364,50365	PER	Celia Brea	Celia Brea	Celia Brea	
50369,50370,50371,50372	MISC	la Orilla del Mar	la Orilla del Mar	la Orilla del Mar	
50670	LOC	Occidente	Occidente	Occidente	
50845,50846,50847	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
50895	PER	Franca	Francia	Francesco Francia	Q260057
50936,50937	PER	ALICE LARDÉ	Alice Larde	Alice Larde	
51074	PER	DIOS	Dios	God	Q190
51390,51391,51392,51393	PER	JUAN ISIDRO JIMENES GRULLON	JUAN ISIDRO JIMENES GRULLON	Juan Isidro Jiménez Grullón	Q16856496
51401,51402	MISC	EL REMANSO	EL REMANSO	El Remanso	
51628,51629	PER	CONSTANTINO VALERO	Constantino Valero	Constantino Valero	Q88410512
51632,51633,51634,51635,51636	PER	DULCE MARIA BORRERO DE LUGAN	Dulce María Borrero de Lugán	Dulce María Borrero de Lugán	
51740,51741	MISC	Mesonero Romanos	Mesonero Romanos	Mesonero Romanos	
51950,51951,51952,51953	PER	LA CUNA DE AMARICA.	Cuna de América	Cuna de América	
52032	PER	Galileo	Galilea	Gali Diva	Q127696228
52125	PER	Sanson	Sansón	Samson	Q214648
52143	PER	Dalila	Dalila	Delilah	Q937827
52234	MISC	Neptuno	Neptuno	Neptuno	
52241	PER	Leverrier	Leverrier	Urbain Le Verrier	Q104154
52679,52680,52681	PER	ARISTIDES GARCIA MELLA	Arístides García Mella	Arístides García Mella	
52844	PER	Dios	Dios	God	Q190
52865,52866,52867	PER	JUANA DE IBARBOUROU	Juana de Ibarbourou	Juana de Ibarbourou	Q237914
52986,52987	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
52992,52993	PER	ALFONSINA STORNI	Alfonsina Storni	Alfonsina Storni	Q238557
53154	PER	Morel	Morel	Morel	
53264,53265	PER	JOS E.	JOS E.	José E.	
53267	PER	FERNANDEZ	Fernández	Fernández	
53270	MISC	Tasito	Tasito	Tasito	
53405,53406	PER	Armando OSCAR	Armando Oscar Pacheco	Armando Oscar Pacheco	Q131625582
53414	MISC	Femina	Fémina	Fémina	
53420,53421	PER	ANTONIA ESPINET	Antonio Espinet	Antonio Espinet	
53427,53428	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
53430,53431	LOC	R. D.	República Dominicana	República Dominicana	
53439,53440,53441	PER	Petronila Angélica Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
53448,53449,53450,53451	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
53453,53454	LOC	R. D.	República Dominicana	República Dominicana	
53587,53588,53589,53590,53591	LOC	San Juan de la Maguana	San Juan de la Maguana	San Juan de la Maguana	
53613,53614,53615,53616,53617	PER	GLADES E. DE LOS SANTOS	Gladys E. de los Santos	Gladys E. de los Santos	
53676,53677,53678	LOC	Ciene de Leda	Ciene de Leda	Ciene de Leda	
53732	MISC	Universo	Universo	Universo	
53736	MISC	Universo	Universo	Universo	
53740,53741,53742	PER	JOSE MARTINEZ CONDE	José Martínez Conde	José Martínez Conde	
53753,53754,53755,53756,53757	PER	Gladys E. de los Santos	Gladys E. de los Santos	Gladys E. de los Santos	
53759,53760,53761	LOC	Calle Dr. Baez	Calle Dr. Baez	Calle Dr. Baez	
53766	LOC	Gazcue	Gazcue	Gazcue	
53768,53769,53770	LOC	Sto . Dgo	Santo Domingo	Santo Domingo	
53824	MISC	FEMINA	Fémina	Fémina	
53843,53844,53845	PER	P. A. G.	P. A. Gómez	Pedro A Gomez	Q39381409
53870	LOC	Niágara	Niágara	Niágara	
53889	LOC	Saturno	Saturno	Saturno	
53929	ORG	Ejecutivo	Ejecutivo	Ejecutivo	
54100	PER	Dios	Dios	God	Q190
54125,54126,54127,54128,54129	ORG	Centro Español b Unitario Puertorriqueño	Centro Español Unitario Puertorriqueño	Centro Español Unitario Puertorriqueño	
54191	LOC	Frappier	Frappier	Frappier	
54209	MISC	Caraval	Caraval	Caraval	
54211	MISC	Reing	Reing	Reing	
54242,54243	PER	Antonia Espinet	Antonio Espinet	Antonio Espinet	
54287,54288,54289,54290,54291,54292	PER	Dona Isabel A Vda , Pellerano	Isabel A. de Pellerano	Isabel A. de Pellerano	
54336,54337,54338,54339,54340,54341	PER	Glados E. de los Santos N	Gladys E. de los Santos	Gladys E. de los Santos	
54359	MISC	Odontología	Odontología	Odontología	
54378,54379	ORG	Universidad Central	Universidad Central de Santo Domingo	Universidad Central de Santo Domingo	
54398,54399	ORG	La Prensa	La Prensa	La Prensa	
54426,54427,54428,54429	PER	María L . Oliver	María L . Oliver	María Luisa Oliver	
54494,54495	ORG	Phis Ultra	Phis Ultra	Plus Ultra	
54549,54550,54551	ORG	Amantes del Arte	Amantes del Arte	Amantes del Arte	
54717,54718	LOC	República Dominicana	República Dominicana	República Dominicana	
54742,54743,54744	PER	Don Emiliano Telera	Don Emiliano Telera	Emiliano Tejera	Q2883382
54826,54827,54828	PER	Mercedes M. Perez	Mercedes M. Perez	Mercedes M. Perez	
54834,54835,54836	PER	Felik Ma Pérez	Felix Ma. Pérez	Felix Ma. Pérez	
54841,54842,54843	PER	Tomás G. Senio	Tomás G. Senio	Tomás G. Senio	
54868,54869	PER	Blanca Rodríguez	Blanca Rodríguez	Blanca Rodríguez	
54874,54875,54876	PER	José Antonio imenez	José Antonio imenez	José Antonio imenez	
54913,54914	PER	Delia Sasso	Delia Sasso	Delia Sasso	
54917,54918,54919	PER	Carlos B. Lenor	Carlos B. Lenor	Carlos B. Lenor	
54931	ORG	PENINA	PENINA	Penina	
54948,54949,54950	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
54956,54957,54958,54959,54960	PER	MARIA L. ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
54963,54964,54965,54966	PER	PETRONILA A . GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
54968,54969,54970,54971	PER	CONSUELO MONTALVO DE FRIAS	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
54974,54975,54976,54977	LOC	San Pedro de Macos	San Pedro de Macorís	San Pedro de Macorís	
55448,55449,55450,55451	PER	CONSUELO MONTALVO DE FRIAS	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
55693	PER	Cordura	Cordura	Cordura	
55751,55752	MISC	Para FEMINA	Fémina	Fémina	
55840	MISC	Pubo	Pubo	Pubo	
55849,55850,55851,55852	PER	Enriqueta M. de Cruzada	C. Enriqueta Maggiolo de Cruzado	C. Enriqueta Maggiolo de Cruzado	
55855	MISC	Pioleta	Violeta	Violeta	
56010	MISC	Océano	Océano	Océano	
56092	PER	Cordura	Cordura	Cordura	
56247	MISC	Camino	Camino	Camino	
