embeddings	type	entity	entity_normalized	entity_normalized_clean	wikidata_qid
56806	PER	Trovador	Trovador	Trovador	
56841	LOC	Egipto	Egipto	Egipto	
56860	PER	Trovador	Trovador	Trovador	
56886,56887	PER	DELIA WEBER	Delia Weber	Delia Weber	Q28917373
56890,56891	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
56908,56909,56910,56911	PER	Rosa Camen Shutha Angelis	Rosa del Carmen Shutka	Rosa del Carmen Shutka	
56914,56915,56916,56917	PER	ROSA DEL CARMEN SHUTKA	Rosa del Carmen Shutka	Rosa del Carmen Shutka	
56919	PER	ANGELIS	Angelis	Angelis	
56956,56957	LOC	SANTO DOMINGO	Santo Domingo	Santo Domingo	
56961	PER	Dios	Dios	God	Q190
56964	PER	Rosita	Rosita	Rosita	
56980	PER	Adolfo	Adolfo	Adolfo	
56983	PER	Arzobispo	Arzobispo	Archbishop	Q55053779
56985,56986,56987	LOC	Sto . Dgo	Santo Domingo	Santo Domingo	
57045	MISC	Pureza	Pureza	Pureza	
57053,57054	PER	Francisco Fillaespesa	Francisco Fillaespesa	Francisco Villaespesa	Q717221
57057	LOC	CUBA	Cuba	Cuba	
57076,57077	PER	Eduardo Zamacois	Eduardo Zamacois	Eduardo Zamacois	Q3320774
57080	LOC	VENEZUELA	Venezuela	Venezuela	
57084	PER	Jesús	Jesucristo	Jesus Christ	Q302
57085,57086	PER	Rosa Carmen	Rosa Carmen	Rosa Carmen	
57121,57122,57123	PER	Rafael Briceño Ortega	Rafael Briceño Ortega	Rafael Briceño Ortega	Q137111982
57126,57127,57128,57129	PER	Luis C. del Castillo	Luis C. del Castillo	Luis C. del Castillo	
57132,57133	LOC	PUERTO RICO	Puerto Rico	Puerto Rico	
57173,57174,57175	PER	José de Diego	José de Diego	José de Diego	Q1709715
57205,57206,57207	PER	Luis Muñoz Rivera	Luis Muñoz Rivera	Luis Muñoz Rivera	Q734445
57210	LOC	ESPANA	España	España	
57215,57216,57217	PER	M. L. Castellanos	M. L. Castellanos	L. Castellanos	
57245,57246,57247,57248	PER	Rey de la Creación	Rey de la Creación	Rey de la Creación	
57287	PER	Adonis	Adonis	Adonis	Q163920
57289	PER	Friné	Friné	Phryne	Q232790
57400	PER	Dios	Dios	God	Q190
57506	PER	CajalY	Cajal	Santiago Ramón y Cajal	Q150526
57507	PER	Caial	Cajal	Santiago Ramón y Cajal	Q150526
57552	MISC	Creación	Creación	Creación	
57643	PER	Dios	Dios	God	Q190
57802	PER	Cajal	Cajal	Santiago Ramón y Cajal	Q150526
57871	PER	Bara	Bara	Bara	
58236,58237	PER	JOSE INGENIEROS	José Ingenieros	José Ingenieros	Q733019
58676	PER	Homero	Homero	Homer	Q6691
58684	PER	Zoílo	Zoílo	Zoilus	Q218451
58789	PER	Dios	Dios	God	Q190
58801	PER	Gristo	Cristo	Jesus Christ	Q302
58979	PER	Dios	Dios	God	Q190
58995	PER	Dios	Dios	God	Q190
59221	PER	Dios	Dios	God	Q190
59231	PER	Dios	Dios	God	Q190
59320,59321,59322,59323	PER	TOMAS DE KEMPIS .	Tomás de Kempis	Thomas à Kempis	Q220976
59488	PER	Dios	Dios	God	Q190
59512,59513	PER	VICENTE MEDINA	Vicente Medina	Vicente Medina	Q2892054
59529	MISC	Fémina	Fémina	Fémina	
59534,59535,59536,59537,59538	PER	CPINIO D . ALVAREZ MAINARDI.	Plinio D. Álvarez Mainardi	Plinio D. Álvarez Mainardi	
59547,59548,59549,59550	ORG	El Diario de Santiago	El Diario de Santiago	El Diario de Santiago	
59765,59766,59767	PER	MARIO CAMINERO SANCREZ.	Mario Caminero Sánchez	Mario Caminero Sánchez	
59867,59868	PER	MARIBLANCA SABAS	Mariblanca Sabas Alomá	Mariblanca Sabas Alomá	Q15430690
59871,59872,59873	LOC	Santiago de Cuba	Santiago de Cuba	Santiago de Cuba	
59885,59886	PER	ANDRES AVELINO	Andrés Avelino	Andrés Avelino	
59889,59890,59891,59892	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
59941,59942,59943,59944	LOC	San P de Macorís	San Pedro de Macorís	San Pedro de Macorís	
59974	MISC	República	República Dominicana	República Dominicana	
60056,60057,60058,60059	PER	H. N. Read P.	H. N. Read P.	H. N. Read P.	
60061,60062,60063,60064,60065	PER	P. M. Vargas S. Ciudad	P. M. Vargas S. Ciudad	P. M. Vargas S. Ciudad	
60085,60086,60087	ORG	Amantes del Arte	Amantes del Arte	Amantes del Arte	
60439,60440,60441,60442	PER	H. N . READ	H. N. Read P.	H. N. Read P.	
60447	PER	VARGAS	Vargas	Vargas	
60450	PER	MAGNOLIA	Magnolia	Magnolia	Q130567167
60481,60482	PER	Antonio Morev	Antonio Morey	Antonio Morey	
60534,60535	PER	Mercedes Amiama	Mercedes Amiama	Mercedes Amiama	
60539,60540,60541	ORG	Kindergarten No I.	Kindergarten No I.	Kindergarten No I.	
60587,60588,60589,60590	ORG	Centro Club Unitario Puertorriqueño	Centro Club Unitario Puertorriqueño	Centro Club Unitario Puertorriqueño	
60597,60598	PER	Jaime Mendez	Jaime Mendez	Jaime Mendez	
60603,60604,60605	PER	man Z. Guzman	man Z. Guzman	man Z. Guzman	
60609,60610,60611	PER	M. Lopez Aneiro	M. Lopez Aneiro	Lopez Aneiro	
60616,60617	PER	Gavino Vega.	Gavino Vega.	Gavino Vega	
60622	PER	Quiñones	Quiñones	Quiñones	
60624,60625	PER	Domingo Vega	Domingo Vega	Américo	Q311523
60627,60628	PER	Hernandez Cordero	Hernandez Cordero	Hernandez Cordero	
60630,60631	PER	Jorge Rodriguez	Jorge Rodriguez	Jorge Rodríguez	
60633,60634	PER	Meliton Maral	Meliton Maral	Melitón Almaral	
60636,60637	PER	José Figueros	José Figueros	José Figueros	
60639,6064	PER	Juan Fornier	Juan Fornier	Juan Fornier	
60646,60647	PER	Tomas Lopez	Tomás López	Tomás López	
60649,6065	PER	Alberto Sanchez	Alberto Sánchez	Alberto Sánchez	
60653,60654	PER	Antonio Mir	Antonio Mir	Antonio Mir	
60656,60657	PER	Ascilio Figueroa	Ascilio Figueroa	Ascilio Figueroa	
60659,60660,60661	PER	Juan R. CoO.	Juan R. CoO.	Juan R. CoO.	
60662,60663	PER	J. Miró	J. Miró	Joan Ferrer Miró	Q11684914
60665,60666	PER	Bartolo Buiz	Bartolo Ruíz	Bartolo Ruíz	
60689	ORG	Femina	Fémina	Fémina	
60698,60699,60700	PER	Gloria Ma .	Gloria María	Gloria María	
60702	PER	Fakas	Fakas	Fakas	
60746,60747,60748,60749	PER	Isael A. da Pellerano	Isabel A. de Pellerano	Isabel A. de Pellerano	
60768	PER	Vasconcellos	Vasconcelos	Sebastian Leite de Vasconcellos	
60780	LOC	Roma	Roma	Roma	
60791,60792,60793	PER	SebastinLites de Vasconcellos	Sebastian Leite de Vasconcellos	Sebastian Leite de Vasconcellos	
60797	LOC	Damieta	Damieta	Damieta	
60808,60809,60810	MISC	Delegado del Papa	Delegado del Papa	Delegado del Papa	
60817	MISC	Coronación	Coronación Canóniga	Coronación Canóniga	
60822,60823,60824,60825	PER	Sra , de Altagracia	Señora de la Altagracia	de la Altagracia	
60854	ORG	Fémina	Fémina	Fémina	
60862	PER	LuisaPuello	Luisa Puello	Luisa Puello	
60866,60867,60868,60869	LOC	Arobispo Meriño No A	Arzobispo Meriño	Meriño	
60903,60904	LOC	New York	Nueva York	Nueva York	
60910,60911	PER	Delia Dubot	Delia Dubot	Delia Dubot	
60916	ORG	PEMINA	Fémina	Fémina	
60957	ORG	FEMINA	Fémina	Fémina	
60958,60959	PER	Delia Duboca	Delia Dubot	Delia Dubot	
60994,60995	PER	Ercilia Pepín	Ercilia Pepín	Ercilia Pepin	Q5835253
61003	LOC	Santiago	Santiago	Santiago	
61027	LOC	Altagracia	Altagracia	Altagracia	
61037,61038	PER	Antonio Zuleta	Antonio Zuleta	Antonio Zuleta	
61061,61062	LOC	Sto .	Santo Domingo	Santo Domingo	
61079,61080,61081,61082	PER	M. L. de Canino	M. L , de Canino	María Luisa Angelis de Canino	
61087	ORG	Femina	Fémina	Fémina	
61107	PER	Machado	Machado	Machado	
61113,61114,61115	PER	Celina de Gonzalez	Celina L. de Gonzalez	Celina L. de Gonzalez	
61131,61132	PER	Manuel Machado	Manuel A. Machado	Manuel Arturo Machado	
61177,61178	ORG	Centro Español	Centro Español	Centro Español	
61226,61227	PER	José Armenteros	José Armenteros	José Armenteros	Q17988537
61233,61234,61235,61236	PER	Juan Gil de Rofigna	Juan Gil de Rofigna	Juan Gil de Rofigna	
61241,61242	PER	Ulpiano Fernandez	Ulpiano Fernandez	Ulpiano Fernandez	
61247,61248	PER	Emilio Gonzalez	Emilio Gonzalez	Emilio Gonzalez	
61252,61253,61254,61255	PER	Antonio Parra AlbaRosendo Forteza	Antonio Parra Alba	Antonio Parra Alba	
61257,61258	PER	Carmelo Fernandez	Carmelo Fernandez	Carmelo Fernández	Q5043376
61260	PER	Ceferino	Ceferino	Zephyrinus	Q101306
61263	PER	Fernandez	Fernández	Fernández	
61265,61266	PER	Aurelio Vera	Aurelio Vera	Aurelio Vera	
61268,61269	PER	Santiago Ramos	Santiago Ramos	Santiago Ramos	
61301,61302,61303	PER	Juan E. Dia	Juan E. Díaz	Juan E. Díaz	
61323,61324	PER	Genoveva Baez	Genoveva Báez	Genoveva Báez	
61330	PER	Genoveva	Genoveva	Genoveva	
61379,61380,61381	PER	P. de Macorís	San Pedro de Macorís	San Pedro de Macorís	
61433,61434,61435	MISC	Forros de Cedro	Forros de Cedro	Forros de Cedro	
61548,61549,61550,61551	LOC	SAN PEDRO DE MACORIS	San Pedro de Macorís	San Pedro de Macorís	
61586	ORG	BARNETT	J. Barnett	J. Barnett	
61588,61589,61590,61591	LOC	San Pedro de Macoris	San Pedro de Macorís	San Pedro de Macorís	
61597,61598	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
61600	LOC	Azua	Azúa	Azúa	
61602,61603	LOC	Puerto Plata	Puerto Plata	Puerto Plata	
61605,61606	LOC	Monte Cristy	Monte Cristy	Monte Cristy	
61701,61702,61703	PER	A . Tejera	A . Tejera	Antonio Tejera Gaspar	Q93430014
61710,61711,61712	MISC	Historia de Haití	Haití	Haití	
61754,61755	PER	Joaquin Puello	José Joaquín Puello	José Joaquín Puello	
62092,62093,62094	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
62105,62106,62107	PER	ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
62110,62111,62112,62113	PER	PETRONILA A . GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
62115,62116,62117,62118	PER	CONSUELO MONTALVO DE FRIAS	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
62121,62122,62123,62124	LOC	San Pedro de Macos	San Pedro de Macorís	San Pedro de Macorís	
62532,62533	PER	JORGE RIVAS	Jorge Rivas	Jorge Rivas	
62547,62548,62549,62550	LOC	Santiago de los Caballeros	Santiago de los Caballeros	Santiago de los Caballeros	
62604,62605	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
62735	PER	Dios	Dios	God	Q190
62749,62750,62751,62752	PER	Enriqueta M. de CRUZADO	C. Enriqueta Maggiolo de Cruzado	C. Enriqueta Maggiolo de Cruzado	
63035	LOC	República	República Dominicana	República Dominicana	
63037	LOC	Dominicana	República Dominicana	República Dominicana	
63044	PER	Dios	Dios	God	Q190
63114	MISC	Patria	Patria	Patria	
63198	MISC	Patria	Patria	Patria	
63255	MISC	Patria	Patria	Patria	
63258	MISC	Patria	Patria	Patria	
63265	PER	PEREZ	Pérez	Pérez	
63320	MISC	PARIA	PARIA	Paria	
63322	MISC	Fémina	Fémina	Fémina	
63343	MISC	Patria	Patria	Patria	
63434	MISC	Patria	Patria	Patria	
63448	LOC	Cachimán	Cachimán	Cachimán	
63452	LOC	Cambronal	Cambronal	Cambronal	
63454	LOC	Santiago	Santiago	Santiago	
63460	LOC	Altamira	Altamira	Altamira	
63462,63463	LOC	Puerto Plata	Puerto Plata	Puerto Plata	
63525	MISC	Dios	Dios	Dios	
63528	MISC	Patria	Patria	Patria	
63551	MISC	República	República Dominicana	República Dominicana	
63578	PER	Duarte	Duarte	Duarte	
63654	LOC	Baluarte	Baluarte	Baluarte	
63692	MISC	Espartaco	Espartaco	Espartaco	
63711	ORG	República	República Dominicana	República Dominicana	
63780	ORG	Patria	Patria	Patria	
63782	PER	Duarte	Duarte	Duarte	
63788	PER	Mella	Mella	Mella	
63817	MISC	Dios	Dios	Dios	
63819	MISC	Patria	Patria	Patria	
63838	MISC	República	República Dominicana	República Dominicana	
63852	LOC	Cacian	Cacian	Cacian	
63866	LOC	Sur	Sur	Sur	
63955,63956,63957,63958	PER	MANUEL A . MACHADO	Manuel A. Machado	Manuel Arturo Machado	
63967,63968,63969	PER	Federico R. Bermidez	Federico R. Bermúdez	Federico R. Bermúdez	
63986,63987	MISC	Independencia Política	Independencia Política	Independencia Política	
64636	PER	TRISTAN	Tristán	Tristan	Q55002177
64638	PER	ISOLDA	ISOLDA	Isolde	Q55002178
64644,64645,64646,64647	MISC	Crepúsculo de los Dioses	Crepúsculo de los Dioses	Crepúsculo de los Dioses	
64659,6466	PER	Giuseppe Martucci	Giuseppe Martucci	Giuseppe Martucci	Q769966
64776,64777,64778	PER	FEDERICO R. BERMUDEZ	Federico R. Bermúdez	Federico R. Bermúdez	
64934,64935,64936	PER	B. PORTELA ALVAREZ	B. Portela Álvarez	B. Portela Álvarez	
64939	PER	AMURA	Amura	Amura	
64941,64942	PER	SUY ZAGALA	Suy Zagala	Suy Zagala	
65086,65087	PER	ALICE LARDE.	Alice Larde	Alice Larde	
65120	PER	Ulises	Ulises	Ulises	Q63489996
65126	PER	Virgilio	Virgilio	Virgil	Q1398
65130	PER	Milton	Milton	John Milton	Q79759
65135	PER	SANTIAGO	Santiago	Santiago	
65146	MISC	Tasso	Tasso de Fra Angélico Vinciy el Tiziano	Tasso de Fra Angélico Vinciy el Tiziano	
65164,65165	PER	Miguel Angel	Miguel Ángel	Michelangelo	Q5592
65186	LOC	Santiago	Santiago	Santiago	
65189	LOC	Sinaí	Sinaí	Sinaí	
65207	MISC	Fama	Fama	Fama	
65277	MISC	Patria	Patria	Patria	
65294	LOC	Santiago	Santiago	Santiago	
65363	LOC	Arcano	Arcano	Arcano	
65457	LOC	SANTOME	Santomé	Santomé	
65468,65469,65470	LOC	Sierra del Sur	Sierra del Sur	Sierra del Sur	
65497,65498	PER	ERCILIA PEPIN	Ercilia Pepín	Ercilia Pepin	Q5835253
65506,65507,65508	PER	José M. Vallejo	José M. Vallejo	José M. Vallejo	
65575,65576	PER	VALENTIN GIRO	Valentín Giro	Valentín Giro	
65587,65588	ORG	Listin Diario	Listín Diario	Listín Diario	
65749,65750,65751	ORG	BELLA REVISTA .	Bella Revista	Bella Revista	
65753	ORG	FEMINA	Fémina	Fémina	
65777,65778,65779,65780	LOC	San P. de Macoris	San Pedro de Macorís	San Pedro de Macorís	
65827,65828,65829,65830,65831	PER	Petronila Anglica Gomer Maestra Normal	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
65845,65846,65847,65848,65849	PER	Maria L. Angeles de Caino	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
65851	PER	Consuelo	Consuelo	Consuelo	
65853,65854,65855,65856	PER	Mon talvo de Frias	Mon talvo de Frias	Consuelo Montalvo de Frías	
66006,66007	PER	JORGE RINAS	Jorge Rivas	Jorge Rivas	
66025	MISC	Diafanoramas	Diafanoramas	Diafanoramas	
66056,66057,66058	PER	Jorge Rivas .	Jorge Rivas	Jorge Rivas	
66063,66064	ORG	El Heraldo	El Heraldo	El Heraldo	
66065	PER	Santiago	Santiago	Santiago	
66082	MISC	Diafanoramas	Diafanoramas	Diafanoramas	
66272,66273,66274	PER	JOSE RAMON LOPEZ	José Ramón López	José Ramón López	
66285	LOC	Santiago	Santiago	Santiago	
66295,66296	PER	Angélica Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
66303	ORG	FEMINA	Fémina	Fémina	
66306,66307,66308	LOC	Macorís del Este	Macorís del Este	Macorís del Este	
66341	ORG	FEMINA	Fémina	Fémina	
66379	PER	Magnolia	Magnolia	Magnolia	Q130567167
66393	PER	VIOLETA	Violeta	Violeta	
66395	MISC	Fémina	Fémina	Fémina	
66414	MISC	Baez	Báez	Báez	
66470	PER	Rafael	Rafael	Rafael	
66473	PER	Murillo	Murillo	Murillo	
66490,66491	PER	Ercilia Pepin	Ercilia Pepín	Ercilia Pepin	Q5835253
66567,66568,66569,66570	PER	D. Felik M. Pérez	D. Felik M. Pérez	Felix Ma. Pérez	
66579,66580,66581,66582	ORG	La Cuna de America	Cuna de América	Cuna de América	
66593	MISC	Patria	Patria	Patria	
66613,66614,66615	PER	Renjamin Portela Alvarez	Benjamin Portela Alvarez	Benjamin Portela Álvarez	
66625	ORG	Fémina	Fémina	Fémina	
66633,66634,66635,66636	PER	Don Benjamin Portela Alvarez	Benjamin Portela Alvarez	Benjamin Portela Álvarez	
66648,66649	PER	Portela Alvarez	Portela Alvarez	B. Portela Álvarez	
66658,66659,66660	ORG	Casa de España	Casa de España	Casa de España	
66662,66663	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
66673	MISC	Unico	Unico	Unico	
66681	ORG	República	República Dominicana	República Dominicana	
66728	LOC	España	España	España	
66730	LOC	América	América	América	
66793,66794,66795	PER	Federico R. Bermudez	Federico R. Bermúdez	Federico R. Bermúdez	
66803	PER	Genoveva	Genoveva	Genoveva	
66808	LOC	Oriente	Oriente	Oriente	
66815,66816,66817,66818	MISC	Memoria de tan benemémritade	Memoria de tan benemémritade	Memoria de tan benemémritade	
66825,66826	PER	Carmela Pominguez	Carmela Dominguez	Carmela Dominguez	
66920	MISC	Patria	Patria	Patria	
66931	MISC	TeDeum	TeDeum	TeDeum	
66966,66967	PER	José Reyes	José Reyes	José Reyes	
67000	PER	Gabriel	Gabriel	Gabriel	
67016	MISC	Patria	Patria	Patria	
67091,67092,67093,67094	PER	Gobernador de la Provincia	Gobernador de la Provincia	Gobernador de la Provincia	
67100,67101	MISC	Te De	Te De	Te De	
67110	MISC	Independencia	Independencia	Independencia	
67133	PER	Tela	Tela	Tela	Q7695590
67135	PER	Dimitas	Dimitas	Dimitas	
67140,67141	PER	Dimas Frías	Dimas Frías	Dimas Frías	
67147,67148,67149	PER	Consuelo de Frías	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
67173,67174	PER	Enrique Cambier	Enrique Cambier	Enrique Cambier	
67178	PER	Cambier	Cambier	Cambier	
67186,67187	LOC	La Romana	La Romana	La Romana	
67196,67197	ORG	La Lucha	La Lucha	La Lucha	
67221,67222	PER	Colón Echavarria	Colón Echavarria	Colón Echavarria	
67257,67258,67259	MISC	PERFECCIONANDO EL HOGAR	Perfeccionando el Hogar	Perfeccionando el Hogar	
67261,67262,67263,67264	PER	Consuelo M. de Frías	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
67267,67268,67269,67270	MISC	LA LLAVE DE ORO	La llave de oro	La llave de oro	
67272,67273,67274,67275	PER	E . Sanz Carrión	E . Sanz Carrión	E. Sanz Carrión	
67280,67281	PER	Ercilia Pepín	Ercilia Pepín	Ercilia Pepin	Q5835253
67288,67289,67290	PER	Juana de Ibarbouron	Juana de Ibarbourou	Juana de Ibarbourou	Q237914
67296,67297,67298,67299	PER	Joaquín M . Bobea	Joaquin Ma. Bobea	Joaquin Ma. Bobea	
67314,67315,67316	PER	Porfirio García LI	Porfirio García LI	Porfirio Garcia Ll.	
67320,67321	PER	Emilia Bernal	Emilia Bernal	Emilia Bernal	Q5830815
67328,67329,67330,67331	PER	Aurelia C. de González	Aurelia C. de González	Aurelia C. de González	
67339,6734	PER	Roberto Brenes	Roberto Brenes Mesán	Roberto Brenes Mesán	
67346,67347	PER	M. Baez	M. Báez	Báez	
67358,67359,67360,67361	MISC	Paisaje en la Costa	Paisaje en la Costa	Paisaje en la Costa	
67363,67364,67365	MISC	Sur de Santo	Sur de Santo	Sur de Santo	
67368	LOC	Caminito	Caminito	Caminito	
67378,67379,67380,67381	LOC	S. F. de Macoris	San Francisco de Macorís	San Francisco de Macorís	
67436	MISC	Guante	Guante	Guante	
67437	LOC	Rojo	Rojo	Rojo	
67441,67442,67443	PER	Juan E. Diaz	Juan E. Díaz	Juan E. Díaz	
67447,67448,67449	PER	José E. Fernandez	José F. Fernández	José F. Fernández	
67454	MISC	Fantasía	Fantasía	Fantasía	
67457,67458,67459	LOC	Calle Rafael Deligne	Calle Rafael Deligne	Calle Rafael Deligne	
67462,67463,67464,67465	LOC	SP . de Macorís	San Pedro de Macorís	San Pedro de Macorís	
67472,67473	LOC	Calle Sanchez	Calle Sánchez	Calle Sánchez	
67481	LOC	Colón	Cristóbal Colón	Cristóbal Colón	
67485,67486,67487,67488	LOC	San Pedro de Macoris	San Pedro de Macorís	San Pedro de Macorís	
67538,67539	LOC	Avenida España	Avenida España	Avenida España	
67542	LOC	Hostos	Hostos	Hostos	
67545,67546,67547,67548	LOC	S. P. de Macorís	San Pedro de Macorís	San Pedro de Macorís	
67575,67576,67577	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
67583,67584,67585,67586,67587	PER	MARIA L. ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
67590,67591	PER	PETRONILAA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
67593,67594,67595,67596	PER	CONSUELO MONTALVO DE FRIAS	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
67601,67602,67603,67604	LOC	Sa Pedro de acos	San Pedro de Macorís	San Pedro de Macorís	
67836	PER	Creador	Creador	God	Q190
67937	LOC	Europa	Europa	Europa	
67945	LOC	Francia	Francia	Francia	
67954	LOC	España	España	España	
67958	LOC	América	América	América	
67967	LOC	Antillas	Antillas	Antillas	
67982	PER	Colón	Cristóbal Colón	Christopher Columbus	Q7322
68094,68095,68096,68097	PER	CONSUELO MONTALVO DE FRíAS	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
68510	MISC	Levendas	Levendas	Levendas	
68693,68694,68695	PER	E. SANZ CARRION	E . Sanz Carrión	E. Sanz Carrión	
68697,68698,68699	MISC	De Feminismo Internacional	Feminismo Internacional	Feminismo Internacional	
69049,6905	MISC	Providencia Divina	Providencia Divina	Providencia Divina	
69092	MISC	Paz	Paz	Paz	
69163	PER	Giliente	Giliente	Giliente	
69280,69281,69282	PER	aguaJUANA DE IBARBOUROU	Juana de Ibarbourou	Juana de Ibarbourou	Q237914
69510	LOC	Quisqueva	"Revista ""Quisqueya"""	Revista Quisqueya	
69536,69537,69538,69539	PER	PORFIRIO GARCIA LL .	PORFIRIO GARCIA LL .	Porfirio Garcia Ll.	
69540,69541	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
69553	PER	Mova	Mova	Mova	
69570,69571	LOC	SANTO DOMINGO	Santo Domingo	Santo Domingo	
69573,69574	PER	LIRA ANTILLANA	LIRA ANTILLANA	Lira Antillana	
69850	MISC	Amargura	Amargura	Amargura	
69864,69865,69866,69867	PER	AURELIA CASTILLO DE GONZALEZ	Aurelia C. de González	Aurelia C. de González	
69869	LOC	HABANA	Habana	Habana	
69957	LOC	Ateneo	Ateneo	Ateneo	
69969	LOC	Ateneo	Ateneo	Ateneo	
69992	PER	Sivo	Sivo	Sivo	
70045	ORG	Ayuntamiento	Ayuntamiento	Ayuntamiento	
70084	MISC	Presidente	Presidente	Presidente	
70193	PER	Virgilio	Virgilio	Virgil	Q1398
70195	PER	Hodecía	Hodecía	Hodecía	
70260	PER	Virgilio	Virgilio	Virgil	Q1398
70263	PER	Horacio	Horacio	Horace	Q6197
70357	PER	Virgilio	Virgilio	Virgil	Q1398
70359	PER	Horacio	Horacio	Horace	Q6197
70385,70386,70387,70388,70389	MISC	El si de las niñas	El si de las niñas	El sí de las niñas	
