sentence_id,documento,orden_frase,tema,keyword_detectada,frase_original,frase_normalizada,n_palabras,n_positivo,n_negativo,polaridad_bruta,polaridad_normalizada,etiqueta_polaridad,palabras_positivas_detectadas,palabras_negativas_detectadas
femina_004655,femina,4655,mujer,madre,"Ni era en afanes impuros que hiriendo el monte en la tala, el campesino hacia gala de su conuco mejor, sino por darlo en amor al reino de su zagala! Indicio de paz vida era en vaporosos tules, la blanca choza dormida entre las lomas azules. mansamente escondida entre la espesa maraña que urdía la selva huraña con amoroso primor, dabante blando rumor las brisas de la montana. aquel refugio sereno que a mi deleite rendido, fue el paraíso terreno de mi solaz preterido, dióme en su cálido seno puro, inocente albedrio.... en mi feliz señorio, símbolo de mi bien samo, la blanca espira de humo santificaba el bohío! lera con amor projo que en su inocente pureza la madre enseñaba al hijo la fe con que el alma reza postrada ante el crucifijo: iera la suave sonrisa de la doncella sumisa la que en su boca rosada, siempre se vió iluminada con la ilusión de la masa.",ni era en afanes impuros que hiriendo el monte en la tala el campesino hacia gala de su conuco mejor sino por darlo en amor al reino de su zagala indicio de paz vida era en vaporosos tules la blanca choza dormida entre las lomas azules mansamente escondida entre la espesa marana que urdia la selva hurana con amoroso primor dabante blando rumor las brisas de la montana aquel refugio sereno que a mi deleite rendido fue el paraiso terreno de mi solaz preterido diome en su calido seno puro inocente albedrio en mi feliz senorio simbolo de mi bien samo la blanca espira de humo santificaba el bohio lera con amor projo que en su inocente pureza la madre ensenaba al hijo la fe con que el alma reza postrada ante el crucifijo iera la suave sonrisa de la doncella sumisa la que en su boca rosada siempre se vio iluminada con la ilusion de la masa,158,11,0,11,0.0696202531645569,positiva,alma; amor; bien; deleite; feliz; mejor; paz; puro; sereno; vida,
femina_002809,femina,2809,mujer,mujer,"¿Qué sería el mundo para vosotros sin esa tierna compañía? Un desierto sin oasis, un campo sin flores ni perfumes, sin mariposas ni sonrisas, en donde no hallaríais en vuestras horas de cansancio y de fatiga el dulce remanso del amor que es la felicidad de la existencia; ni os alarmeis porque un grupo de mujeres decididas labore desde la vieja Europa con la aristocracia y sprit de su Francia y el romanticismo de su bella y heróica España hasta la jóven América, en cuyo seno se verguen magestuosas las Antillas, como soñadoras adolescentes, y prosigan inspiradas cada una, cual otro nuevo Colón, en el noble empeño de encontrar la tierra ambicionada donde plantar la gloriosa enseña de la civilización, con la honrosa cultura femenina, para llevar el contento á los hogares desposeídos del arma poderosa de la armonía, donde el hombre se convierta en tiranuelo, o la mujer se incapacite para el gobierno de su hogar por medio de su ignorancia, llevando tras sí el derrumbe del hermoso alcázar destinado tan sólo á la felicidad.",que seria el mundo para vosotros sin esa tierna compania un desierto sin oasis un campo sin flores ni perfumes sin mariposas ni sonrisas en donde no hallariais en vuestras horas de cansancio y de fatiga el dulce remanso del amor que es la felicidad de la existencia ni os alarmeis porque un grupo de mujeres decididas labore desde la vieja europa con la aristocracia y sprit de su francia y el romanticismo de su bella y heroica espana hasta la joven america en cuyo seno se verguen magestuosas las antillas como sonadoras adolescentes y prosigan inspiradas cada una cual otro nuevo colon en el noble empeno de encontrar la tierra ambicionada donde plantar la gloriosa ensena de la civilizacion con la honrosa cultura femenina para llevar el contento a los hogares desposeidos del arma poderosa de la armonia donde el hombre se convierta en tiranuelo o la mujer se incapacite para el gobierno de su hogar por medio de su ignorancia llevando tras si el derrumbe del hermoso alcazar destinado tan solo a la felicidad,176,12,2,10,0.0568181818181818,positiva,amor; bella; civilizacion; cultura; dulce; felicidad; gloriosa; hermoso; heroica; honrosa; noble,derrumbe; ignorancia
femina_002809,femina,2809,mujer,mujeres,"¿Qué sería el mundo para vosotros sin esa tierna compañía? Un desierto sin oasis, un campo sin flores ni perfumes, sin mariposas ni sonrisas, en donde no hallaríais en vuestras horas de cansancio y de fatiga el dulce remanso del amor que es la felicidad de la existencia; ni os alarmeis porque un grupo de mujeres decididas labore desde la vieja Europa con la aristocracia y sprit de su Francia y el romanticismo de su bella y heróica España hasta la jóven América, en cuyo seno se verguen magestuosas las Antillas, como soñadoras adolescentes, y prosigan inspiradas cada una, cual otro nuevo Colón, en el noble empeño de encontrar la tierra ambicionada donde plantar la gloriosa enseña de la civilización, con la honrosa cultura femenina, para llevar el contento á los hogares desposeídos del arma poderosa de la armonía, donde el hombre se convierta en tiranuelo, o la mujer se incapacite para el gobierno de su hogar por medio de su ignorancia, llevando tras sí el derrumbe del hermoso alcázar destinado tan sólo á la felicidad.",que seria el mundo para vosotros sin esa tierna compania un desierto sin oasis un campo sin flores ni perfumes sin mariposas ni sonrisas en donde no hallariais en vuestras horas de cansancio y de fatiga el dulce remanso del amor que es la felicidad de la existencia ni os alarmeis porque un grupo de mujeres decididas labore desde la vieja europa con la aristocracia y sprit de su francia y el romanticismo de su bella y heroica espana hasta la joven america en cuyo seno se verguen magestuosas las antillas como sonadoras adolescentes y prosigan inspiradas cada una cual otro nuevo colon en el noble empeno de encontrar la tierra ambicionada donde plantar la gloriosa ensena de la civilizacion con la honrosa cultura femenina para llevar el contento a los hogares desposeidos del arma poderosa de la armonia donde el hombre se convierta en tiranuelo o la mujer se incapacite para el gobierno de su hogar por medio de su ignorancia llevando tras si el derrumbe del hermoso alcazar destinado tan solo a la felicidad,176,12,2,10,0.0568181818181818,positiva,amor; bella; civilizacion; cultura; dulce; felicidad; gloriosa; hermoso; heroica; honrosa; noble,derrumbe; ignorancia
femina_002809,femina,2809,mujer,femenina,"¿Qué sería el mundo para vosotros sin esa tierna compañía? Un desierto sin oasis, un campo sin flores ni perfumes, sin mariposas ni sonrisas, en donde no hallaríais en vuestras horas de cansancio y de fatiga el dulce remanso del amor que es la felicidad de la existencia; ni os alarmeis porque un grupo de mujeres decididas labore desde la vieja Europa con la aristocracia y sprit de su Francia y el romanticismo de su bella y heróica España hasta la jóven América, en cuyo seno se verguen magestuosas las Antillas, como soñadoras adolescentes, y prosigan inspiradas cada una, cual otro nuevo Colón, en el noble empeño de encontrar la tierra ambicionada donde plantar la gloriosa enseña de la civilización, con la honrosa cultura femenina, para llevar el contento á los hogares desposeídos del arma poderosa de la armonía, donde el hombre se convierta en tiranuelo, o la mujer se incapacite para el gobierno de su hogar por medio de su ignorancia, llevando tras sí el derrumbe del hermoso alcázar destinado tan sólo á la felicidad.",que seria el mundo para vosotros sin esa tierna compania un desierto sin oasis un campo sin flores ni perfumes sin mariposas ni sonrisas en donde no hallariais en vuestras horas de cansancio y de fatiga el dulce remanso del amor que es la felicidad de la existencia ni os alarmeis porque un grupo de mujeres decididas labore desde la vieja europa con la aristocracia y sprit de su francia y el romanticismo de su bella y heroica espana hasta la joven america en cuyo seno se verguen magestuosas las antillas como sonadoras adolescentes y prosigan inspiradas cada una cual otro nuevo colon en el noble empeno de encontrar la tierra ambicionada donde plantar la gloriosa ensena de la civilizacion con la honrosa cultura femenina para llevar el contento a los hogares desposeidos del arma poderosa de la armonia donde el hombre se convierta en tiranuelo o la mujer se incapacite para el gobierno de su hogar por medio de su ignorancia llevando tras si el derrumbe del hermoso alcazar destinado tan solo a la felicidad,176,12,2,10,0.0568181818181818,positiva,amor; bella; civilizacion; cultura; dulce; felicidad; gloriosa; hermoso; heroica; honrosa; noble,derrumbe; ignorancia
femina_002577,femina,2577,mujer,mujeres,"¿Qué montañas son mas bellas y hermosas que las que entre valles de espléndida verdura parecen alcanzar el cielo? ¿Qué ríos de transparentes aguas de apacibles corrientes, brindan á su sed mas dulce halago? ¿Qué cielo, de raras tonalidades, á veces azul a veces sombrío, tiene mas encanto que ese pedazo de la bóveda del firmamento cuyo sol parece solo alumbrar sus tierras y sus mares? Qué otras mujeres mas bellas que aquellas en cuvos ojos encendió Dios la luz de la gracia y en cuyo corazón infiltró el mas Enriqueta M. de CRUZADO. grande amor á las alegrías y venturas del hogar? Noviembre de 1922.",que montanas son mas bellas y hermosas que las que entre valles de esplendida verdura parecen alcanzar el cielo que rios de transparentes aguas de apacibles corrientes brindan a su sed mas dulce halago que cielo de raras tonalidades a veces azul a veces sombrio tiene mas encanto que ese pedazo de la boveda del firmamento cuyo sol parece solo alumbrar sus tierras y sus mares que otras mujeres mas bellas que aquellas en cuvos ojos encendio dios la luz de la gracia y en cuyo corazon infiltro el mas enriqueta m de cruzado grande amor a las alegrias y venturas del hogar noviembre de 1922,106,8,0,8,0.0754716981132075,positiva,alegrias; amor; bellas; dulce; encanto; hermosas; luz,
femina_004865,femina,4865,mujer,mujer,"Angelis de Canino, ilustrada i entusiasta, las que sobre un pedestal de gloria, que así se me antoja pensar de su revista Fémina, ensanchan sus nobles corazones i con sacro ideal por divisa, luchan denodadamente por el cumbramiento intelectual de la mujer, i nos brindan con sus pensamientos, con sus obras, con sus grandes amores por lo bello, el encomiable espectáculo de sonreir, llenos de esperanzas, por la visión de una Patria que se define ise defiende con las únicas armas que la convierte en maguífica e invulnerable: el Derecho sustituyendo a la Fuerza; i como colorario inmediato, irreplicable: el honor de la mujer amparado por medio de la ciencía.",angelis de canino ilustrada i entusiasta las que sobre un pedestal de gloria que asi se me antoja pensar de su revista femina ensanchan sus nobles corazones i con sacro ideal por divisa luchan denodadamente por el cumbramiento intelectual de la mujer i nos brindan con sus pensamientos con sus obras con sus grandes amores por lo bello el encomiable espectaculo de sonreir llenos de esperanzas por la vision de una patria que se define ise defiende con las unicas armas que la convierte en maguifica e invulnerable el derecho sustituyendo a la fuerza i como colorario inmediato irreplicable el honor de la mujer amparado por medio de la ciencia,110,8,0,8,0.0727272727272727,positiva,bello; ciencia; entusiasta; esperanzas; gloria; honor; ilustrada; nobles,
femina_002931,femina,2931,mujer,mujer,"Sea dado á mi alma de mujer, cantar loores á tu engrandecimiento políticosocial Patria querida! y enastar el símbolo de turestauración sobre los cedros de mi fantasía para tenderme al pié del árbol que sostiene entre las nubes el pendón glorioso, y mirarlo flamear, mientras los céfiros lo besan, las aves lo saludaan, el Sol lo reverencia, y lagran constelación de las naciones cultas lo admira como florón indiano sobre el Mar Caribe! Toma toda mi alma en el incensario de tu pira, y consume en ella cuanto es ala y flor y arroma en mi alma de mujer, ¡Patria bendital y despliegue Dios sobre el cielo de tu dicha, su túnica de amor! LA PATRIA.",sea dado a mi alma de mujer cantar loores a tu engrandecimiento politicosocial patria querida y enastar el simbolo de turestauracion sobre los cedros de mi fantasia para tenderme al pie del arbol que sostiene entre las nubes el pendon glorioso y mirarlo flamear mientras los cefiros lo besan las aves lo saludaan el sol lo reverencia y lagran constelacion de las naciones cultas lo admira como floron indiano sobre el mar caribe toma toda mi alma en el incensario de tu pira y consume en ella cuanto es ala y flor y arroma en mi alma de mujer patria bendital y despliegue dios sobre el cielo de tu dicha su tunica de amor la patria,116,7,0,7,0.0603448275862069,positiva,alma; amor; dicha; engrandecimiento; glorioso,
femina_003496,femina,3496,mujer,mujer,"Ahora bien; cual mujer llenará más eficazmente su delicada misión de madre? La que por falta de ilustración encerrando sus deberes en un estrecho círculo cree cumplirlos, limitándose a conservarle al niño vida física; o la que reconociendo la amplitud de su ministerio se empeña en darle al niño vida moral? Incuestionablemente, la mujer ilustrada ve ante sus ojos mundos más elevados, y educará mejor cuando mayor sea el caudal de conocimientos que posea.",ahora bien cual mujer llenara mas eficazmente su delicada mision de madre la que por falta de ilustracion encerrando sus deberes en un estrecho circulo cree cumplirlos limitandose a conservarle al nino vida fisica o la que reconociendo la amplitud de su ministerio se empena en darle al nino vida moral incuestionablemente la mujer ilustrada ve ante sus ojos mundos mas elevados y educara mejor cuando mayor sea el caudal de conocimientos que posea,74,7,0,7,0.0945945945945946,positiva,bien; delicada; ilustracion; ilustrada; mejor; vida,
femina_000269,femina,269,patria,patria,"Como somos fervientes simpatizadoras de todo lo que contribuya al ornato de las ciudades, hemos visto con pesar el abandono de que es obicto el antiguo parque Salvado, y aunque se le han lecho algunas reparaciones, no encontramos esto suficiente, tratándose de un lugar en donde están expuestos á la veneración los bustos de los Padres de la Patria; además de encontrarse dicho parque frente á nuestro modermo templo, que realza con sus gallardos paredones la pintoresca entrada de la ciudad del Higuamo.",como somos fervientes simpatizadoras de todo lo que contribuya al ornato de las ciudades hemos visto con pesar el abandono de que es obicto el antiguo parque salvado y aunque se le han lecho algunas reparaciones no encontramos esto suficiente tratandose de un lugar en donde estan expuestos a la veneracion los bustos de los padres de la patria ademas de encontrarse dicho parque frente a nuestro modermo templo que realza con sus gallardos paredones la pintoresca entrada de la ciudad del higuamo,83,0,1,-1,-0.0120481927710843,negativa,,abandono
femina_000355,femina,355,patria,pueblo,"FIN l damos credito á las palabras de los ilustres compatriotas que últimamente acudieron a Washing C. ton para solucionar nuestro caso. va la Intervención está tocando a su fin, va el pueblo dominicano, el pueblo mártir y noble, que oponiendo su derecho a la fuerza y la injusticia ha soportado con pasmosa entereza el inmenso dolor de una terrible servidumbre, se halla proximo a gozar del incomparable bien de su libertad en mal hora arrebatada.",fin l damos credito a las palabras de los ilustres compatriotas que ultimamente acudieron a washing c ton para solucionar nuestro caso va la intervencion esta tocando a su fin va el pueblo dominicano el pueblo martir y noble que oponiendo su derecho a la fuerza y la injusticia ha soportado con pasmosa entereza el inmenso dolor de una terrible servidumbre se halla proximo a gozar del incomparable bien de su libertad en mal hora arrebatada,76,3,4,-1,-0.0131578947368421,negativa,bien; libertad; noble,dolor; injusticia; mal; servidumbre
femina_001035,femina,1035,patria,pueblo,"Lo que sirve al gavilán, Lo que produce un incendio, Lo que en cada pueblo hay, El lugar donde recibo, Lo que forma al paño dá y otras cosas que sería Prolijo hacer relatar; Nombre es el de un político De una fama universal, Enfermo de tristeza, me he sentido a la vera de un árbol del camino cumpliendo la sentencia del Destino bajo un dulce crepúsculo encantado.",lo que sirve al gavilan lo que produce un incendio lo que en cada pueblo hay el lugar donde recibo lo que forma al pano da y otras cosas que seria prolijo hacer relatar nombre es el de un politico de una fama universal enfermo de tristeza me he sentido a la vera de un arbol del camino cumpliendo la sentencia del destino bajo un dulce crepusculo encantado,68,1,2,-1,-0.0147058823529411,negativa,dulce,enfermo; tristeza
femina_002267,femina,2267,patria,patriota,"La República Dominicana, está de duelo, pues acaba de perder para siempre uno de sus mas grandes hombres, el ilustre ciudadano y patriota Don Emiliano Telera.",la republica dominicana esta de duelo pues acaba de perder para siempre uno de sus mas grandes hombres el ilustre ciudadano y patriota don emiliano telera,26,0,1,-1,-0.0384615384615384,negativa,,perder
femina_002588,femina,2588,patria,patria,"No señores, sea motivo para nuestras exaltaciones patrióticas este horrendo desfilar de sombras y de abismos que la mezquina intromisión del poderoso, difundió en un día de lúgubre memoria, en el bendito y caro suelo de la Patria.",no senores sea motivo para nuestras exaltaciones patrioticas este horrendo desfilar de sombras y de abismos que la mezquina intromision del poderoso difundio en un dia de lugubre memoria en el bendito y caro suelo de la patria,38,0,1,-1,-0.0263157894736842,negativa,,sombras
femina_002723,femina,2723,patria,patria,"Pero de la miseria, de los errores económicos. de las inocentadas y de las picardías, no es el heroe quien está lamado a salvar la patria y el hogar.",pero de la miseria de los errores economicos de las inocentadas y de las picardias no es el heroe quien esta lamado a salvar la patria y el hogar,29,0,1,-1,-0.0344827586206896,negativa,,miseria
femina_002740,femina,2740,patria,patria,"Pérez, direo, tor de la prestigiosa revista La Cuna de America, aparece reproducido en esta edición el precioso artículo intitulado Patria que es una página inspirada en el mal sentido patriotismo, uya lectura recomendamos á nuestros lectores.",perez direo tor de la prestigiosa revista la cuna de america aparece reproducido en esta edicion el precioso articulo intitulado patria que es una pagina inspirada en el mal sentido patriotismo uya lectura recomendamos a nuestros lectores,37,0,1,-1,-0.027027027027027,negativa,,mal
femina_002740,femina,2740,patria,patriotismo,"Pérez, direo, tor de la prestigiosa revista La Cuna de America, aparece reproducido en esta edición el precioso artículo intitulado Patria que es una página inspirada en el mal sentido patriotismo, uya lectura recomendamos á nuestros lectores.",perez direo tor de la prestigiosa revista la cuna de america aparece reproducido en esta edicion el precioso articulo intitulado patria que es una pagina inspirada en el mal sentido patriotismo uya lectura recomendamos a nuestros lectores,37,0,1,-1,-0.027027027027027,negativa,,mal
femina_003109,femina,3109,patria,patriota,"Este libro es el interesante diáloso patriótico, del patriota de nuestros poetas Gonzalo ONeill cuyo título es el epígrafe de estas mal trazadas líneas.",este libro es el interesante dialoso patriotico del patriota de nuestros poetas gonzalo oneill cuyo titulo es el epigrafe de estas mal trazadas lineas,24,0,1,-1,-0.0416666666666666,negativa,,mal
femina_003109,femina,3109,patria,patriótico,"Este libro es el interesante diáloso patriótico, del patriota de nuestros poetas Gonzalo ONeill cuyo título es el epígrafe de estas mal trazadas líneas.",este libro es el interesante dialoso patriotico del patriota de nuestros poetas gonzalo oneill cuyo titulo es el epigrafe de estas mal trazadas lineas,24,0,1,-1,-0.0416666666666666,negativa,,mal
femina_000007,femina,7,patria,patria,"APARECE esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana; aparece cuando sobre el santo suelo de la Patria soplan las ráfagas del mas insólito imperialismo; aparece cuando mas necesaria es una labor de cooperación, y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegación sin límites.",aparece esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana aparece cuando sobre el santo suelo de la patria soplan las rafagas del mas insolito imperialismo aparece cuando mas necesaria es una labor de cooperacion y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegacion sin limites,57,2,2,0,0.0,neutra,bien; noble,aflictivos; imperialismo
femina_000012,femina,12,patria,pueblo,Somos el pueblo ...,somos el pueblo,3,0,0,0,0.0,neutra,,
femina_000359,femina,359,patria,nacional,"Como todos los dominicanos se encuentran vivamente deseosos de que cese cuanto antes la Intervención, semejantes nuevas han hecho estallar el mas loco regocijo Pero.... por qué no confesarlo? A pesar de que la promesa de una pronta desocupación sin menoscabo del decoro nacional, ha sido hecha por hombres que merecen confianza, nosotros no escondemos nuestro recelo.",como todos los dominicanos se encuentran vivamente deseosos de que cese cuanto antes la intervencion semejantes nuevas han hecho estallar el mas loco regocijo pero por que no confesarlo a pesar de que la promesa de una pronta desocupacion sin menoscabo del decoro nacional ha sido hecha por hombres que merecen confianza nosotros no escondemos nuestro recelo,57,0,0,0,0.0,neutra,,
femina_000361,femina,361,patria,soberanía,"Cada plan ofrecido por el detentador de nuestra soberanía, no ha sido hasta el presente sino una emboscada para la República.",cada plan ofrecido por el detentador de nuestra soberania no ha sido hasta el presente sino una emboscada para la republica,21,0,0,0,0.0,neutra,,
femina_000362,femina,362,patria,patriotismo,"Por suerte que el instinto de conservación ha dado á nuestro pueblo la voz de alerta, y nuestro patriotismo ha impedido realizar los torvos designios de la fuerza.",por suerte que el instinto de conservacion ha dado a nuestro pueblo la voz de alerta y nuestro patriotismo ha impedido realizar los torvos designios de la fuerza,28,0,0,0,0.0,neutra,,
femina_000362,femina,362,patria,pueblo,"Por suerte que el instinto de conservación ha dado á nuestro pueblo la voz de alerta, y nuestro patriotismo ha impedido realizar los torvos designios de la fuerza.",por suerte que el instinto de conservacion ha dado a nuestro pueblo la voz de alerta y nuestro patriotismo ha impedido realizar los torvos designios de la fuerza,28,0,0,0,0.0,neutra,,
femina_000427,femina,427,patria,pueblo,Me desterré vo mismo del viejo pueblo ibero.,me desterre vo mismo del viejo pueblo ibero,8,0,0,0,0.0,neutra,,
femina_000515,femina,515,patria,independencia,"Helados y Chocolates sin competencia! Independencia, esq.",helados y chocolates sin competencia independencia esq,7,0,0,0,0.0,neutra,,
femina_000572,femina,572,patria,pueblo,"Sr., y, en torno mío, contemplo asombrado y casi extático. la ingente masa de todo un pueblo crevente, cuyo corazón palpita de manera inusitada, porque adora y ama: adora á su Virgen, Madre de Dios.",sr y en torno mio contemplo asombrado y casi extatico la ingente masa de todo un pueblo crevente cuyo corazon palpita de manera inusitada porque adora y ama adora a su virgen madre de dios,35,0,0,0,0.0,neutra,,
femina_000576,femina,576,patria,pueblo,"Sr. otro motiy dulces palpitaciones, el corazón del pueblo macorisano: es.",sr otro motiy dulces palpitaciones el corazon del pueblo macorisano es,11,0,0,0,0.0,neutra,,
femina_004572,femina,4572,patria,patria,"Por tanto, distinguido señor, creo oportuno y de gran utilidad para entrambos mundos, de honor para la America Latina y de plena satisfacción para sus dignos hijos, el que lleve a la palpable y universal, amena e instructiva, popular e interesante escena cinematográfica, la magna y gloriosa epopeya de la Libertad de América, en cuya jornada, dicho sea en honor de la verdad, descuela el Libertador, el magnífico y colosal SIMON BOLIVAR, quien, según el elocuente decir del sabio jurisconsulto e insigne prosador y poeta Don Ceciho Acosta, es cabeza de los milagros, lengua de las maravillas y según el nuestro, brazo de las acciones, y en que venezuela, la patria de éste y de aquel, del precurso héroe y mártir Miranda, de otros héroes y mártires más, la vuestra y la de nuestra mayor admiración y simpatía por sus proezas inauditas, y su fecunda lapor intelectual, fué sin duda alguna, de todo el vasto teatro del Continente, donde se luchara más, y más tesoneramente en pro de la tan granria causa de la libertad de America. diosa y noble, como importante y lejendaCon gran satisfacción, placeme exprearle que a ninguna otra persona he podido dirigirme en tal sentido antes que a vos, porque vos contais, ademas con el valioso recurso de la capacidad, con el de la relación y de la personalidad, y porque no tengo el gusto de conocer a otra.... ni creo existirá quien o quienes hayan luchado y luchen con tan persistente afán en difundir las brillantes acciones de aquel héroe y las altas grandezas de esa parte, y de todo nuestro inmenso Continente, formado con sangre de nuestras propias venas, animado por el alma de nuestra propia alma, encaminado á un solo fin, a un mismo glorioso ideal y cuyasuerte fué en el lejano pasado, es en el algido presente y será en el futuro e indeciso porvenir, nuestra misma dichosa o fatal suerte.",por tanto distinguido senor creo oportuno y de gran utilidad para entrambos mundos de honor para la america latina y de plena satisfaccion para sus dignos hijos el que lleve a la palpable y universal amena e instructiva popular e interesante escena cinematografica la magna y gloriosa epopeya de la libertad de america en cuya jornada dicho sea en honor de la verdad descuela el libertador el magnifico y colosal simon bolivar quien segun el elocuente decir del sabio jurisconsulto e insigne prosador y poeta don ceciho acosta es cabeza de los milagros lengua de las maravillas y segun el nuestro brazo de las acciones y en que venezuela la patria de este y de aquel del precurso heroe y martir miranda de otros heroes y martires mas la vuestra y la de nuestra mayor admiracion y simpatia por sus proezas inauditas y su fecunda lapor intelectual fue sin duda alguna de todo el vasto teatro del continente donde se luchara mas y mas tesoneramente en pro de la tan granria causa de la libertad de america diosa y noble como importante y lejendacon gran satisfaccion placeme exprearle que a ninguna otra persona he podido dirigirme en tal sentido antes que a vos porque vos contais ademas con el valioso recurso de la capacidad con el de la relacion y de la personalidad y porque no tengo el gusto de conocer a otra ni creo existira quien o quienes hayan luchado y luchen con tan persistente afan en difundir las brillantes acciones de aquel heroe y las altas grandezas de esa parte y de todo nuestro inmenso continente formado con sangre de nuestras propias venas animado por el alma de nuestra propia alma encaminado a un solo fin a un mismo glorioso ideal y cuyasuerte fue en el lejano pasado es en el algido presente y sera en el futuro e indeciso porvenir nuestra misma dichosa o fatal suerte,319,15,1,14,0.0438871473354232,positiva,alma; dignos; distinguido; fecunda; gloriosa; glorioso; honor; importante; libertad; noble; porvenir; sabio,fatal
femina_004865,femina,4865,patria,patria,"Angelis de Canino, ilustrada i entusiasta, las que sobre un pedestal de gloria, que así se me antoja pensar de su revista Fémina, ensanchan sus nobles corazones i con sacro ideal por divisa, luchan denodadamente por el cumbramiento intelectual de la mujer, i nos brindan con sus pensamientos, con sus obras, con sus grandes amores por lo bello, el encomiable espectáculo de sonreir, llenos de esperanzas, por la visión de una Patria que se define ise defiende con las únicas armas que la convierte en maguífica e invulnerable: el Derecho sustituyendo a la Fuerza; i como colorario inmediato, irreplicable: el honor de la mujer amparado por medio de la ciencía.",angelis de canino ilustrada i entusiasta las que sobre un pedestal de gloria que asi se me antoja pensar de su revista femina ensanchan sus nobles corazones i con sacro ideal por divisa luchan denodadamente por el cumbramiento intelectual de la mujer i nos brindan con sus pensamientos con sus obras con sus grandes amores por lo bello el encomiable espectaculo de sonreir llenos de esperanzas por la vision de una patria que se define ise defiende con las unicas armas que la convierte en maguifica e invulnerable el derecho sustituyendo a la fuerza i como colorario inmediato irreplicable el honor de la mujer amparado por medio de la ciencia,110,8,0,8,0.0727272727272727,positiva,bello; ciencia; entusiasta; esperanzas; gloria; honor; ilustrada; nobles,
femina_000539,femina,539,patria,independencia,"Que torne á nuestro plúmbeo cielo el azul purísimo de sus días de Sol, y que vuelvan á sonreir nuestras auroras al beso del magno astro de la Libertad, y entonarán un himno en tu alabanza, todas las naciones que, puestas en el Supremo Hacedor sus esperanzas, aguardan con ansia el fausto día de la llegada de la Independencia de este querido terruño que te guarda en su seno como la Perla mas rica que hemos hallado en el mar de la existencia, el Oasis donde van á beber nuestras almas el precioso candal de las Virtudes que atesoras, en el manantial de Consuelo que nos brinda la calma y la paz en la alta hora de las grandes desdichas y las nobles decisiones.",que torne a nuestro plumbeo cielo el azul purisimo de sus dias de sol y que vuelvan a sonreir nuestras auroras al beso del magno astro de la libertad y entonaran un himno en tu alabanza todas las naciones que puestas en el supremo hacedor sus esperanzas aguardan con ansia el fausto dia de la llegada de la independencia de este querido terruno que te guarda en su seno como la perla mas rica que hemos hallado en el mar de la existencia el oasis donde van a beber nuestras almas el precioso candal de las virtudes que atesoras en el manantial de consuelo que nos brinda la calma y la paz en la alta hora de las grandes desdichas y las nobles decisiones,124,7,0,7,0.0564516129032258,positiva,calma; consuelo; esperanzas; libertad; nobles; paz; virtudes,
femina_002592,femina,2592,patria,pueblo,"Señores; el gran relo del tiempo marca un año mas en nuestra vida de pueblo soberano, independiente y libre; fecha magna es esta, señores, que recuerda á los opresores y tiranos, el modo cómo se quebranta un vugo y se quiebran férreos eslabones! En una noche memorable, á la luz de las estrellas temblorosas y distantes, bajo la vieja arcada del Baluarte, puerta de entrada de la gloria y del honor, una mano valerosa se alargaba en el silencio y unos labios patricios se entreabrían al estrepitoso sonar de un trabucazo, y al vibrante grito de Espartaco, se alza, noble, soberbia y orgullosa la imagen de la augusta libertad.",senores el gran relo del tiempo marca un ano mas en nuestra vida de pueblo soberano independiente y libre fecha magna es esta senores que recuerda a los opresores y tiranos el modo como se quebranta un vugo y se quiebran ferreos eslabones en una noche memorable a la luz de las estrellas temblorosas y distantes bajo la vieja arcada del baluarte puerta de entrada de la gloria y del honor una mano valerosa se alargaba en el silencio y unos labios patricios se entreabrian al estrepitoso sonar de un trabucazo y al vibrante grito de espartaco se alza noble soberbia y orgullosa la imagen de la augusta libertad,109,7,0,7,0.0642201834862385,positiva,gloria; honor; libertad; libre; luz; noble; vida,
femina_002931,femina,2931,patria,patria,"Sea dado á mi alma de mujer, cantar loores á tu engrandecimiento políticosocial Patria querida! y enastar el símbolo de turestauración sobre los cedros de mi fantasía para tenderme al pié del árbol que sostiene entre las nubes el pendón glorioso, y mirarlo flamear, mientras los céfiros lo besan, las aves lo saludaan, el Sol lo reverencia, y lagran constelación de las naciones cultas lo admira como florón indiano sobre el Mar Caribe! Toma toda mi alma en el incensario de tu pira, y consume en ella cuanto es ala y flor y arroma en mi alma de mujer, ¡Patria bendital y despliegue Dios sobre el cielo de tu dicha, su túnica de amor! LA PATRIA.",sea dado a mi alma de mujer cantar loores a tu engrandecimiento politicosocial patria querida y enastar el simbolo de turestauracion sobre los cedros de mi fantasia para tenderme al pie del arbol que sostiene entre las nubes el pendon glorioso y mirarlo flamear mientras los cefiros lo besan las aves lo saludaan el sol lo reverencia y lagran constelacion de las naciones cultas lo admira como floron indiano sobre el mar caribe toma toda mi alma en el incensario de tu pira y consume en ella cuanto es ala y flor y arroma en mi alma de mujer patria bendital y despliegue dios sobre el cielo de tu dicha su tunica de amor la patria,116,7,0,7,0.0603448275862069,positiva,alma; amor; dicha; engrandecimiento; glorioso,
