sentence_id,documento,orden_frase,frase_original
femina_000042,femina,42,"Ella, como el mágico Moisés de la sagrada leyenda, al dar con su vara en la dura roca, hizo brotar como rico maná que dará sustento á su cerebro, oscurecido por la lucha diaria de las faenas del hogar, la dulce ""FEMINA"", valiosa egida que tomará en la lid civilizadora, honroso galardón que ostentará con orgullo su erguida frente, gallardo estandarte de la mas loable institución, que llevará elocuente, el eco de su voz, del uno al otro confín, y hará saber al mundo, que ella sabe luchar y triunfar, apartando animosa los escollos del camino, para ascender triunfante á la cima de su ideal de libertad y gloria! ¡Amadas compañeras! para vosotras va un fraternal abrazo, exortándoos a proseguir sin desmayos en vuestra noble senda y lanzaremos en no lejano día el triunfal grito de la emancipación de nuestro derecho. que iluminará nuestras almas con el rayo. divino de la antorcha portentosa de la Libertad, y habremos conquistado el laurel de la Victoria! CONSUELO M."
femina_000043,femina,43,"DE FRIAS. (Magnolia) Julio 4 de 1922, San Pedro de Macoris."
femina_000044,femina,44,"DISCURSO Página 6 Del Profesor PATIN MACEO en la velada celebrada en honor del poeta FABIO FIALLO, en el teatro Colón de la ciudad de Santo Domingo."
femina_000045,femina,45,"Señores: Ha querido el mui noble y gallardo amigo Fabio Fiallo que sea yo quien haga su presentación a vosotros esta noche de fiesta espiritual y galante, esta noche en que se rinde férvido y acendrado culto á la Patria y la Belleza."
femina_000046,femina,46,"Lo ha querido el cordial, el noble amigo, y no he vacilado en satisfacer a su deseo, que agradezco, en extremo, porque tengo para mí que es elocuente señal de una distinción altísima."
femina_000047,femina,47,"¡Cuánta honra para mí el presentaros a vosotros, gentiles damas de mi tierra, al bardo generoso en cuyos versos, delicados y blandos, hai la música de vuestras risas embrujadoras, y el resplandor como de luceros que derraman vuestras pupilas candorosas, y la fragancia de vuestros rutilantes y finos cabellos, y el inefable ritmo de vuestros pasos, y la melancolía de vuestras almas de paloma, de lirios, de muñecas! ¡Cuánta honra para mí, hermanos míos, en la servidumbre y en el ansia loca de libertad, el presentaros a este animoso y leal paladín de la República, a este cumplido y valiente caballero que ha empeñado singulares combates por su divina Dulcinea en cautivério!...."
femina_000048,femina,48,"Ya va para seis años que el vendaval del imperialismo yanqui derribó nuestras instituciones; ya va para seis años q. eclipsado el sol de la soberanía, vivimos a la sombra de la esclavitud doliente y bochornosa; ya ya para seis años q. la Patria, sangrienta y angustiada, llama hora tras hora a la puerta de cada un corazón dominicano, y ya va para seis años que por encima del clamor de un pueblo torturado, y más recia que el resonar de las cadenas y el chasquido del látigo, se oye la voz viril y airada del poeta; la voz de rebeldía del patriota irreductible; la voz de protesta de un hombre que ama la libertad más que la vida."
femina_000049,femina,49,"¿Habrá mejores credenciales, decidme, para merecer la veneración, la gratitud y el homenaje de un pueblo."
femina_000050,femina,50,"Yo creo que no! Para hacerte justicia, patriota insigne y egregio poeta, es necesario decir que en esta hora infausta para la dignidad de la República, ¡delante de tí, nadie!, a tu lado, muy pocos! Por qué no eres mía? Para ""Fémina"" Por ti se enfloran mis jardines, i al calor virginal de tus miradas, se abren los eucarísticos jazmines que en mi alma sutil tienen moradas."
femina_000051,femina,51,"Rompe el silencio de mi triste exilio el poema celestial de tu presencia; ¡cuánto diera, por un tierno idilio, para la dulce quietud de mi conciencia! La nieve de la ausencia que hace merma, que se entra por el alma y que me enferma hace mas honda mi cruel melancolía."
femina_000052,femina,52,"La esperanza, el reir... todo se trunca, cuando pienso en tu boca suave y pía que no ha de ser para mi beso nunca...."
femina_000053,femina,53,Miguel A.
femina_000054,femina,54,Guerrero R.
femina_000055,femina,55,Fémina.
femina_000056,femina,56,"Página7 ¡AVANTE! Fémina No es únicamente desarrollando sus fuerzas físicas, como llegan los pueblos a ser prósperos y felices."
femina_000057,femina,57,El perfecto adelantamiento de la sociedad requiere el saludable desarrollo de las fuerzas morales é intelectuales.
femina_000058,femina,58,"Y concurren a esta obra de bien general, al calor de la cual los pueblos se desarrollan sanos y conscientes, la sana y edificadora prédica del hogar, la palabra autorizada del maestro en el ejercicio de su gran apostolado, la consagración a la lectura de obras que nos hagan pensar y sentir al tratar de leer entre líneas el fundamento de cada idea que el autor desenvuelve, la Prensa, sí, la Prensa, esa alta Tribuna, la mas alta de todas, desde donde la palabra reposada va plasmando poco a poco en la conciencia del pueblo, las costumbres, las creencias y hasta los mismos sentimientos de amor que profesamos á la Patria y la familia."
femina_000059,femina,59,"A esa obra de verdadera cultura viene a sumarse ""FÉMINA"" por virtud de una de esas aspiraciones justísimas que viven en el alma de la mujer."
femina_000060,femina,60,"Viene a sumarse, sí, a esas actividades morales é intelectuales en cuya consagración hanse levantado muchos pueblos de América, al nivel de las mas afamadas sociedades europeas."
femina_000061,femina,61,"Viene ""FÉMINA"", abiertas sus páginas a los sentimientos y las ideas de la mujer, alejada, podemos decir, de los dominios de la vida espiritualizada, a llenar un gran vacío y a brindar á nuestras mujeres una valiosísima oportunidad para que se inicien en el campo luminoso de las letras y las artes."
femina_000062,femina,62,La contextura moral de la mujer dominicana y su refinada espiritualidad la capacitan para cualquiera de las manifestaciones de la vida intelectiva.
femina_000063,femina,63,"Si es verdad q. su consagración a la vida del hogar la apartan, la mayor de las veces, de toda otra actividad; si es verdad que el cumplimiento del deber y las cuestiones de la vida íntima, le impiden abrirse paso y llegar triunfadora a los dominios esplendentes del saber, un mundo de virtudes atesora en su alma, abierta siempre a la caridad y al amor."
femina_000064,femina,64,Nunca he sido partidario de las ideas que tienden a que la mujer abandone las ternuras del hogar para que alterne con los hombres en la vida intensificada de los negocios.
femina_000065,femina,65,"Yo admito, si, que la mujer tienda a evolucionar dentro de las costumbres tradicionales que la consagran en la vida intima, de modo tal, que en ella no sucumban ni su amor, ni sus delicadezas, ni sus ternuras ni nada de lo que moralmente la caracteriza."
femina_000066,femina,66,"La cultura debe aumentar en la mujer su belieza fisico-moral a fin de que la capacite para enfrentarse a la obra nefanda de desmoralización que se inicia en el seno de las sociedades incultas y para que se constituya en mentor de la familia, sólida base de la sociedad general, sobre la que edifiican los pueblos su mas alta personalidad."
femina_000067,femina,67,"Venga ""FÉMINA"", pues, a laborar por el progreso moral e intelectual de esta sociedad y sean siempre sus páginas un verdadero incentivo que estimule a la mujer dominicana."
femina_000068,femina,68,V.
femina_000069,femina,69,VALERA REYES.
femina_000070,femina,70,Fémina Página 8 PAISAJE PUERTOPLATEÑO.
femina_000071,femina,71,Página 9 Por el Mundo Social.
femina_000072,femina,72,Fémina DE MACORIS: RESTABLECIDO.
femina_000073,femina,73,"Restablecido ya de los quebrantos que lo obligaban a guardar cama, hemos tenido el gusto de saludar a nuestro estimado amigo el señor Victor M."
femina_000074,femina,74,"Geraldino, cumplido Secretario del H."
femina_000075,femina,75,Ayuntamiento.
femina_000076,femina,76,Lo celebramos.
femina_000077,femina,77,ESPONSALES.
femina_000078,femina,78,Ha sido concedida la blanca mano de la señorita Cheita Ricart al caballero M.
femina_000079,femina,79,"Alfaro Reyes, acaudalado comerciante de esta plaza, i exquisito poeta."
femina_000080,femina,80,"Tambien han hecho mutua promesa de amor, el estimado Dr. don Manuel Mallen Isambert i la gentil Sta."
femina_000081,femina,81,Lelé Guerra.
femina_000082,femina,82,Que pronto vean realizados su sueño de amor.
femina_000083,femina,83,TRIUNFOS DE LA MUJER.
femina_000084,femina,84,"Robusteciendo el criterio que sustentamos acerca del engrandecimiento de la mujer, nos es grato referirnos a la simpática sociedad ""Ensueño"" fundada en esta ciudad por la propia iniciativa de la mujer Macosana, con el propósito de brindar al espiritu esparcimiento, i levantarse cada vez mas sobre el nivel moral que la enaltece."
femina_000085,femina,85,Que sean coronados con el triunfo sus hermosos ideales.
femina_000086,femina,86,HIMENEO.
femina_000087,femina,87,Familiarmente han celebrado sus bodas en esta ciudad el señor Manuel F.
femina_000088,femina,88,"Leonor, con la simpática señorita Mélida Mercado."
femina_000089,femina,89,Que sean felices.
femina_000090,femina,90,ALEGRIAS DEL HOGAR.
femina_000091,femina,91,"Un hermoso vástago que responde al nombre de Alfonso, venido al mundo el dia 23 del mes pasado, es alegria del hogar de los esposos Miguel Rodriguez O. i Alfonsina M. de Rodriguez, directores del importante diario ""La Prensa"" Vida larga deseamos al recien venido."
femina_000092,femina,92,ATINADO NOMBRAMIENTO.
femina_000093,femina,93,"Se encuentra al frente de la sindicatura Municipal de esta ciudad, el correcto caballero don Luis Amiama, de cuya actividad no dudamos, obtendrá la común importantes beneficios."
femina_000094,femina,94,NUEVA INSTITUCION.
femina_000095,femina,95,Bajo la Dirección del Ingeniero Municipal Sr.
femina_000096,femina,96,A.
femina_000097,femina,97,"Scaroina ha vuelto a organizarse en esta ciudad el benemérito Cuerpo de Bomberos, para bien y tranquilidad de los hogares macorisanos."
femina_000098,femina,98,Nos alegramos y que no desmaye.
femina_000099,femina,99,PEDIMOS EXCUSA.
femina_000100,femina,100,"Por la aglomeración de trabajos en los talleres de la imprenta donde se edita nuestra revista no fué posible que se nos entregara para el día 15 de Julio, como se anunció y como fué nuestro deseo."
femina_000101,femina,101,"Pedimos pues, excusa á nuestros amables favorecedores, prometiéndose puntualidad en las salidas de las ediciones sucesivas."
femina_000102,femina,102,EXCUSA.
femina_000103,femina,103,"Por motivos ajenos a nuestra voluntad no ha sido publicado en este número el trabajo ""Ideas"", del Dr."
femina_000104,femina,104,"Moscoso Puello, quedando aplazado para el número siguiente."
femina_000105,femina,105,DE LA CAPITAL: Fémina DE PLACEMES.
femina_000106,femina,106,"Está el hogar de los esposos Patín MaceoVeloz por el advenimiento de un hermoso varón, segundo en la prole y en el sexo."
femina_000107,femina,107,Larga vida le deseamos al nuevo ciudadano.
femina_000108,femina,108,DEL CONNUBIO.
femina_000109,femina,109,"El día 8 de este mes se unieron con los lazos del amor, el joven Jorge Pou y la bella Señorita Delcilida Fiallo."
femina_000110,femina,110,Una eterna luna de miel deseamos a la feliz pareja.
femina_000111,femina,111,Página 10 TRIUNFOS DE LA CIENCIA.
femina_000112,femina,112,"Ha sido aprobado en examen inicial de la facultad de Derecho, el joven Manuel A."
femina_000113,femina,113,"Patín Maceo, entusiasta amigo de ""Fémina""."
femina_000114,femina,114,Por tal motivo ella le felicita.
femina_000115,femina,115,También han sido aprobados en el 2º.
femina_000116,femina,116,"Curso de la facultad de Derecho, el joven Salvador Gonzáles, y en el examen final de la Facultad de Farmacia, los jóvenes José de Jesús Frómeta y la Señorita Natalia García, todos estimados amigos nuestros."
femina_000117,femina,117,Reciban nuestras calurosas felicitaciones.
femina_000118,femina,118,"FORD THE UNIVERSAL CAR Las Piezas fabricadas por la FORD MOTOR Co. son manufacturadas con materiales selectos después de larga experiencia, usando los mas recomendables para cada pieza, y son la únicas que están garantizadas para dar un servicio uniforme y satisfactorio."
femina_000119,femina,119,E.
femina_000120,femina,120,C.
femina_000121,femina,121,"LESCHHORN, San Pedro de Macorís Carro Turismo $696."
femina_000122,femina,122,Camión de una tonelada 605.
femina_000123,femina,123,Fémina Revista Galante y de Intereses Generales.
femina_000124,femina,124,"SUMARIO: Perfeccionando el Hogar, Editorial."
femina_000125,femina,125,"La Canción del Bosque, Evangelina Rodriguez."
femina_000126,femina,126,"La Viejecita, Manuel E."
femina_000127,femina,127,Suncar.
femina_000128,femina,128,"Voz de Aliento, M."
femina_000129,femina,129,L.
femina_000130,femina,130,Angelis de Canino.
femina_000131,femina,131,"Loreley, Armando Oscar."
femina_000132,femina,132,"Canción Bohemia, Patín Maceo."
femina_000133,femina,133,"Sublime Amor, Petronila A."
femina_000134,femina,134,Gómez.
femina_000135,femina,135,"Mi Raza, B."
femina_000136,femina,136,Portela Alvarez.
femina_000137,femina,137,"Romántica, José Martinez Conde."
femina_000138,femina,138,"POR EL MUNDO SOCIAL, CRONICA GALANTE Y FOTOGRABADOS."
femina_000139,femina,139,"SAN PEDRO DE MACORIS, R."
femina_000140,femina,140,D.
femina_000141,femina,141,FEMINA M.
femina_000142,femina,142,ALFARO REYES & Co.
femina_000143,femina,143,APARTADO No. 40.
femina_000144,femina,144,"San Pedro de Macorís, R."
femina_000145,femina,145,D.
femina_000146,femina,146,"Grandes almacenes de ferretería, quincallería y almacén de muebles."
femina_000147,femina,147,"Material de construcción, artículos sanitarios."
femina_000148,femina,148,"Pintura, Barnices."
femina_000149,femina,149,"Válvulas, check, tornillos, remaches, Empaquetaduras, tubería, hierro, bronce, inyectores y demás respuestos de maquinaria."
femina_000150,femina,150,Haga su pedido hoy mismo.
femina_000151,femina,151,"Nuestros precios no admiten competencia. ""LA MODELO"" Panadería y Fábrica de Galletas MOVIDA POR FUERZA MOTRIZ GRAN PREMIO Y MEDALLA DE ORO EN LA EXPOSICION DE MILAN, 1920."
femina_000152,femina,152,Prestamos especial atención a la fabricación de galletas.
femina_000153,femina,153,Garantizamos que no se rompen ni el 2 por ciento por peso; son preferibles a todas las importadas del extranjero y a todas las del país.
femina_000154,femina,154,Escríbanos pidiendo muestras y precios.
femina_000155,femina,155,FERNANDEZ y CO.
femina_000156,femina,156,S. en C.
femina_000157,femina,157,"Trinitaria, esquina a Duvergé, Villa Velazquez."
femina_000158,femina,158,S.
femina_000159,femina,159,P. de Macorís.
femina_000160,femina,160,FÉMINA REVISTA GALANTE Y DE INTERESES GENERALES.
femina_000161,femina,161,DIRECTORA ADMINISTRADORA: PETRONILA ANGELICA GOMEZ Maestra Normal.
femina_000162,femina,162,REDACTORES: V.
femina_000163,femina,163,"VALERA REYES, PETRONILA A."
femina_000164,femina,164,"GOMEZ, CONSUELO MONTALVO DE FRIAS. año 1 San Pedro de Macorís, Agosto 1o. de 1922 No. 2 PERFECCIONANDO EL HOGAR."
femina_000165,femina,165,Concedednos una completa libertad de acción.
femina_000166,femina,166,Para así poder guiar a la nueva generación.
femina_000167,femina,167,Magnolia.
femina_000168,femina,168,"COMBATIR el medio ambiente social, por medio de una esmerada cultura, colocar á la mujer dominicana con el alto pedestal que le corresponde, sin el menosca bo de su exquisita delicadeza, ni del espiritual feminismo que constituye su mayor encanto: he aquí nuestro lema."
femina_000169,femina,169,"Según nos lo han dicho sabios intérpretes de la Moral, el primer paso en el sendero de la virtud, es el reconocimiento de las propias faltas."
femina_000170,femina,170,"Reconocido pues, que nuestro ambiente social, viciado por el hálito impuro de las pasiones que se agitan en el cerebro de nuestra inconciente juventud, se ha menester, como en el plantío atacado de gérmenes nocivos, de la mano del habil jardinero, que trunque de una vez el ramaje enfermo, para que, despoje toda planta del insano follage, brote en cada rica gema el gallardo renuevo, precursor de lozana enfloración."
femina_000171,femina,171,"Iremos infiltrando sutilmente en el animo de nuestras jóvenes madres, nuestra modeladora doctrina, a fin de que, inculcadas en el hogar las primeras máximas, formen la base de una educación mas eficiente que la regida hasta hoy en la sociedad dominicana."
femina_000172,femina,172,"Elimínese ante todo en el sexo masculino, la innoble tendencia á ejercer presión sobre la mujer, sometiendola á la mas ridícula esclavitud y obstaculizando con este desastroso sistema el desenvolvimiento de su vida práctica y el desarrollo de su intelecto; e ilústrese al bello sexo en razon directa con estos principios para evitar la metastasis que podría originar una errónea interpretación; porque salir de una enfermedad para caer en otra mas grave, seria contraproducente."
femina_000173,femina,173,"No se confunda la libertad que redime y dignifica, con la libertad que corrompe, pues no se basaría en la Ley Natural, despojar al hombre de la supremacía de que disfruta, como mas fuerte, ni es humano que continúe la mujer bajo un yugo tan recio; hay que soltarle un poco las ligaduras, porque, mal puede formar conciencias claras ni hombres libres, quien no pueda accionar con desenvoltura sobre el grave Iremos infiltrando sutilmente en el aniconflicto cuya responsabilidad tienen en mo de nuestras jóvenes madres, nuestra gran parte, los que no supieron guiar pormodeladora doctrina, a fin de que, inculun derrotero mas civilizador la masa de cadas en el hogar las primeras máximas, hombres que derrocaron nuestra hermosa formen la base de una educación mas efiLibertad."
femina_000174,femina,174,"Fémina Pagina 2 La Cancion del Bosque En el seno de gruta deleitosa, que ser me parecía la mansión de algún hada divina, misteriosa, escuché la melódica canción del bosque, que cruzaba presurosa: Se alegra el campo; eleyan sus arrullos las tortolas y cantan ruiseñores; por doquiera resuenan los murmullos del céfiro, que un beso da á mis flores i entreabre cariñoso mis capullos........"
femina_000175,femina,175,El alba asoma.
femina_000176,femina,176,"Su amplio murmurio es homenaje fiel que me presenta; arece que me dice dueño mío al pesar mi ramaje, que se ostenta ornado con las perlas del rocio."
femina_000177,femina,177,"Que el artiste en la hora matutina me contemple un instante desde lejos: tomara inspiración la mas divina, del sol, aun escondido á los refiejos, envuelto entre vapores de neblina! Aquí bajo el frescor de mi follaje el aye su morada leve cuelga, tejida con residuos del ramaje, en amoroso afán su prole al berga entre abundoso, nitido plumaje."
femina_000178,femina,178,"De continuo una lira estoy tañendo, i cuantas dulces notas á ella arranco, aunque vuelvan fugaces, como hendiendo yan as concavidades del barranco, el eco alla las sigue repitiendo, Cuando surgen airados vendavales, si el río se dilata turbulento por la lluvia empañados sus cristales; si me ataca con furia el recio viento despaciendo mis densos bejucales, al alcance, me muestro mas sonriente; que si un tanto su ira me despoja, reciben mas caudal mis claras fuentes, i mas verdor se ostenta en cada hoja, i mas rumores lanzan mis torrentes."
femina_000179,femina,179,"Las almas de pesares siempre llenas, venid, que no hay aquí melancolía; yo no guardo dolor, no encierro penas; randales solo doy de melodía, mas dulces que canciones de sirenas, No arrullados por dicha ni fortunas: venid; sosegareis aquí vuestra alma cuando en quietud i soledad la luna, simbolo de dulzuras y de calma, baje a besar la laz de la laguna, Al sereno compas de mis canciones, que a pura dicha i al consuelo invitan, enyolved en la faz los corazones; en mi seno los vicios no se altan ni se revuelven torpes las pasiones."
femina_000180,femina,180,"Sobre el mullido cesped reclinada seguía yo en tanto, con la idea anhelosa de morar para siempre en la encantada gruta, por ser Calipso, ser la diosa del bosque deliciosa enamorada."
femina_000181,femina,181,"Mas todo en torno mio se fue apagando, apenas si soplaba un cetirillo, aunque vuelvan fugaces, como hendiendo el sol sus rayos mustios ocultando, mientras en canto destemplado el grillo el paso de la noche iba anunciando, Ufana me aleje, Yo y la huella pintada allí del Ser Omnipotente tras esa fiel Naturaleza bella; i nunca, nunca olvidará mi mente el himno de los bosques de Quisqueya! Evangelina RODRIGUEZ."
femina_000182,femina,182,Página 3 a Fémina LA VIEJECITA.
femina_000183,femina,183,Perdura en mi memoria como pálida estampa soñolienta la pobre viejecita aguiñapada que ví por nuestras calles polvorientas.
femina_000184,femina,184,"Raido su corpiño. mostró ante mí la flacidez de un seno. que acaso, mas que hermoso i atractivo, fué una copa de nácar rebosado de néctares maternos i divinos."
femina_000185,femina,185,"Ahora qué le importa en su camino el mundo acicalado. si resiste á las nieves de la vida con la frente cada las manos al pecho sujetando las puntas de una manta enverdecida? Su faz no sujería los filtros de hechiceras, ni la torva acritud de la insidia: miseria i desamparo tal llevaba, con temblor de sollozos en el alma, una luz moribunda en las pupilas: Manuel E."
femina_000186,femina,186,Suncar.
femina_000187,femina,187,Voz de Aliento.
femina_000188,femina,188,San Pedro de Macorís.
femina_000189,femina,189,R.
femina_000190,femina,190,D. 26 de Julio de 1922.
femina_000191,femina,191,Srta.
femina_000192,femina,192,Petronila Angélica Gómez.
femina_000193,femina,193,"Directora de la importante revista ""Fémina."
femina_000194,femina,194,Ciudad.
femina_000195,femina,195,Distinguida compañera: He tenido la grata satisfacción de recibir su bien escrita revista titulada mina la que he lido con el entusiasmo que se siente cuando se lee todo lo que es bueno.
femina_000196,femina,196,La he sentido en mi corazón y la he admirado.
femina_000197,femina,197,Y me he sentido orgullosa al ver que los nobles deseos de mi inteligente compañera se han vist realizados.
femina_000198,femina,198,"Pámina ofrece á la muier antillana sus albas páginas, para que dede abrisionada en ellas la viva luz de sus bellas ideas."
femina_000199,femina,199,De sus ideas que son fores atractivas y lazos sonrosados de ensuemos inocentes de arrullos y melodas.
femina_000200,femina,200,"Quién lo duda? Fémina es el ánfora que guardara la esencia mas pura, que no es otro el nombre que puede darse á las ideas que brotan de un cerebro privilegiado."
